,Account,Zip,Hm_Start_Dt,Channel_Type_Cd,Auto_Ship_Ind,Internal_Decor,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,Brand_Rx_Sls_Amt,Gnrc_Rx_Sls_Amt,Os_Gnrc_Rx_Sls_Amt,Otc_Sls_Amt,IS_HID,340B_Active,Profitability,Annual_Dispense_Fee_Total,Macro_PID,Script_Count,Capture_Rate,Specialty_Spend,Specialty_Product_Purchases,Generic,Brand,Generic_Ratio,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Buying_Group_encoded,Chain_Name_encoded,Region_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,3rd_Party_Vendor_encoded,Hospital_Associated_encoded
4141,73775,30248,736419,30,0,0,2000.0,0,0.0,0,0,1,0,736573,1,720624,736577,1,1,0,0,0,0.0,0.0,0,103935.0,84417.0,1516.0,10789.0,7213.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,10,2,13,0,2,0,0,1,23,107,0,6,8,25,3,18,15
2868,574805,67855,735342,30,0,0,2500.0,1,0.0,0,0,0,1,735362,1,736411,735395,1,1,0,0,0,0.0,0.0,0,105729.0,68993.0,7460.0,20290.0,8986.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,16,6,17,0,2,0,17,37,27,54,0,1,8,135,3,18,4
1331,18956,35077,735072,30,1,0,0.0,1,2400.0,0,1,0,1,735340,1,736626,735360,1,0,0,0,0,0.0,0.0,0,117027.0,90370.0,1036.0,21420.0,4201.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,1,2,4,0,2,0,0,1,23,35,0,1,7,102,1,18,15
108,557362,92395,736082,30,0,0,546.0,1,1200.0,0,1,0,0,720624,0,736285,720624,0,1,0,0,0,0.0,0.0,0,98664.0,71786.0,2423.0,17130.0,7325.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,4,2,12,0,3,0,17,36,40,4,0,2,8,185,2,18,15
4476,193365,59101,732749,30,0,0,2500.0,0,1200.0,0,0,0,0,735509,1,736395,735527,0,0,0,1,0,1.0,549.36,0,193053.0,142598.0,4749.0,40873.0,4834.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,26,2,7,0,3,0,17,36,23,114,0,2,3,168,1,18,15
2566,130820,70554,735690,30,0,0,2500.0,1,0.0,0,0,0,1,735697,1,720624,735708,1,0,0,0,0,0.0,0.0,0,157130.0,120895.0,3105.0,29509.0,3621.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,18,6,2,0,2,0,0,1,23,68,0,5,3,114,3,18,15
4311,615069,54806,734099,30,1,1,1296.0,1,3600.0,1,1,0,1,735351,1,736625,735331,1,1,0,1,0,1.0,669.36,1,235489.0,184945.0,2438.0,41161.0,6946.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,48,2,11,1,0,0,17,39,23,110,0,1,3,134,0,18,15
3687,693800,45102,732883,30,0,0,2500.0,0,1200.0,0,0,0,0,735662,1,736626,735673,0,0,0,0,0,0.0,0.0,0,182920.0,139531.0,2175.0,35110.0,6104.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,35,2,16,0,0,0,0,1,23,96,0,4,3,16,1,18,15
4540,712599,34744,736472,30,0,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,46840.0,40623.0,739.0,4222.0,1256.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,9,6,24,0,2,0,0,1,23,116,0,6,8,35,3,18,15
2547,291315,97539,732524,30,1,1,0.0,1,1200.0,0,1,0,1,735315,1,736550,735331,1,1,0,1,0,1.0,166.97,1,148554.0,117771.0,4593.0,18955.0,7235.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,37,2,19,0,3,0,17,39,23,67,0,1,3,190,1,18,15
546,903421,29512,734926,30,1,0,115.0,1,1200.0,0,0,0,0,720624,0,736614,735488,0,0,0,0,0,0.0,0.0,0,120075.0,97713.0,844.0,15876.0,5643.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,40,6,13,0,2,0,0,1,23,12,0,1,8,67,0,18,15
3379,443440,84302,732646,30,1,1,0.0,1,1200.0,0,0,0,0,735588,1,736626,735610,1,1,0,0,0,0.0,0.0,0,179331.0,118691.0,8023.0,47309.0,5307.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,44,2,20,0,3,0,17,39,23,90,0,4,2,177,0,18,15
1566,803104,90020,736199,30,0,0,2000.0,0,0.0,0,0,0,0,720624,0,736619,735424,1,0,0,0,0,0.0,0.0,0,8297.0,1174.0,1544.0,4721.0,858.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,4,6,12,0,3,11,17,36,23,39,4,6,7,185,3,18,15
2270,29797,36322,735186,30,1,0,2143.0,0,1200.0,0,0,0,1,735383,1,736291,735395,1,1,0,0,0,0.0,0.0,0,282983.0,214042.0,5150.0,55604.0,8188.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,1,2,4,0,2,0,0,2,23,13,0,4,7,86,1,12,1
2094,572179,66846,735390,30,1,0,0.0,1,1070.0,1,1,0,0,735741,1,736557,735750,1,0,0,1,0,3.0,2333.72,0,126834.0,92722.0,3947.0,26189.0,3977.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,16,2,17,0,2,0,17,38,27,54,0,1,8,85,2,18,15
3479,628625,11520,732960,30,1,1,0.0,1,1190.0,1,1,0,1,735516,1,736395,735533,1,1,0,1,0,4.0,762.08,0,86400.0,71022.0,1741.0,3345.0,10293.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,34,2,15,2,1,0,29,21,23,92,0,3,3,2,0,18,15
2789,691322,45887,732810,30,1,1,0.0,1,95.0,1,1,0,0,735373,1,736446,735380,1,1,0,0,0,0.0,0.0,1,110349.0,75534.0,3928.0,23088.0,7799.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,16,0,0,0,0,1,23,72,0,1,3,57,1,18,15
629,4658,78636,735018,30,0,0,2500.0,1,1200.0,1,0,0,1,736175,1,736590,736191,1,0,0,0,0,0.0,0.0,0,82848.0,51399.0,1848.0,26360.0,3241.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,43,2,2,0,2,0,0,1,23,15,0,0,3,107,1,18,15
2918,19069,35055,735451,30,1,0,0.0,1,2400.0,0,0,0,0,720624,0,720624,720624,1,0,0,0,0,0.0,0.0,0,54635.0,35415.0,1060.0,17188.0,971.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,1,2,4,0,2,1,0,1,23,77,1,6,7,102,1,18,15
4031,218133,34112,735591,30,1,0,2500.0,1,0.0,0,0,0,1,720624,1,736621,735317,1,1,0,0,0,0.0,0.0,0,6175.0,1794.0,397.0,2947.0,1037.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,9,6,24,0,2,11,6,12,23,105,4,4,7,68,3,18,15
3774,371537,35115,733506,30,1,1,990.0,1,112.0,1,1,0,1,735304,1,736610,735317,1,1,0,1,0,3.0,3050.76,0,342730.0,250107.0,3298.0,73522.0,15804.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,2,4,0,2,1,0,2,23,99,1,3,7,102,1,18,15
318,760762,48075,736553,30,0,0,2500.0,1,1000.0,0,0,1,0,736580,1,720624,736611,0,0,0,0,0,0.0,0.0,0,33979.0,26208.0,848.0,6269.0,654.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,2,8,0,0,0,17,36,23,8,0,6,8,6,1,18,15
3011,318054,84043,735241,30,0,0,2500.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,27918.0,16233.0,1429.0,9373.0,883.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,44,1,20,0,3,0,17,38,23,79,0,0,8,177,2,18,15
1054,335246,72113,734246,30,1,1,0.0,1,1000.0,0,1,0,1,720624,1,720624,735436,1,1,0,0,0,0.0,0.0,0,90396.0,58750.0,980.0,27095.0,3571.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,2,14,0,2,0,0,1,23,28,0,1,3,142,0,18,15
1774,783807,52637,733605,30,0,1,572.0,1,1200.0,0,0,0,1,736131,0,720624,735488,1,0,0,0,0,0.0,0.0,0,115477.0,87127.0,3114.0,21781.0,3455.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,12,2,10,16,0,1,0,1,23,45,1,1,7,137,0,18,15
544,572187,66049,736451,30,0,0,2500.0,0,1200.0,0,0,1,0,720624,0,736625,735977,1,0,0,0,0,0.0,0.0,0,501316.0,426832.0,10112.0,56093.0,8279.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,16,6,22,0,0,22,17,39,27,31,4,6,7,92,2,1,2
1396,984799,21120,734077,30,1,0,0.0,1,1040.0,1,1,0,1,735351,1,736527,735367,1,1,0,0,0,0.0,0.0,0,391646.0,348317.0,5929.0,9705.0,27695.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,20,2,3,0,1,6,10,23,23,36,4,1,7,13,0,18,15
4575,380334,99328,735342,30,1,0,1304.0,0,1200.0,0,0,0,0,735358,1,736590,735367,1,1,0,1,0,1.0,223.12,0,141165.0,87867.0,5394.0,40392.0,7513.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,47,0,19,0,3,0,17,36,23,115,0,1,8,200,1,2,0
2373,854607,48080,735682,30,1,0,2500.0,1,0.0,0,0,0,1,736384,1,736621,735317,1,1,0,0,0,0.0,0.0,0,144929.0,125442.0,1740.0,13933.0,3815.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,22,6,8,1,0,0,6,12,23,61,0,4,8,6,3,18,15
1006,859351,19035,732524,30,1,1,0.0,1,1200.0,0,0,0,1,735522,1,736556,735533,1,0,0,0,0,0.0,0.0,1,462595.0,343339.0,12445.0,82622.0,24189.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,38,2,15,0,1,0,17,34,23,26,0,1,3,5,1,18,15
3619,54591,76801,734933,30,0,1,0.0,1,1046.0,1,1,0,0,735326,1,736172,735335,0,0,0,0,0,0.0,0.0,1,10353.0,8651.0,94.0,506.0,1103.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,43,2,2,1,2,0,0,1,23,95,0,2,3,128,0,18,15
1416,222640,38382,732876,30,1,1,0.0,1,1125.0,1,1,0,1,735584,1,736599,735610,1,1,0,1,0,2.0,2178.53,0,172428.0,117371.0,2410.0,48451.0,4197.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,42,2,14,0,2,0,0,1,23,37,0,1,3,111,1,18,15
1891,536184,10301,735752,30,1,0,2120.0,1,0.0,0,0,0,0,736319,1,736591,736352,0,1,0,0,0,0.0,0.0,0,101458.0,78575.0,5874.0,13463.0,3546.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,34,6,15,0,1,0,29,21,23,52,0,1,3,2,3,1,3
2953,769557,35749,733503,30,1,1,0.0,1,124.0,1,1,0,0,735311,1,735658,735331,0,1,0,1,0,1.0,1093.3,1,408752.0,293973.0,4184.0,88053.0,22543.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,1,2,4,0,2,0,0,2,23,77,0,3,7,140,0,18,15
4318,24828,95945,732765,30,0,1,1784.78,1,1200.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,138.0,0.0,0.0,0.0,138.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,1,4,2,21,0,3,24,17,39,23,85,4,3,7,197,1,1,2
3612,903082,31639,734722,30,1,1,16.0,1,1011.0,1,1,0,1,735354,1,736465,735367,1,0,0,1,0,1.0,335.68,1,241076.0,170108.0,3674.0,58559.0,8735.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,10,2,4,0,2,0,0,1,23,94,0,4,8,26,0,18,15
2609,700548,93274,736517,30,1,0,2500.0,1,0.0,0,0,1,0,720624,0,720624,720624,0,0,0,1,0,5.0,1233.35,0,27966.0,24316.0,-1349.0,4252.0,748.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,1,4,2,21,0,3,0,27,52,40,69,0,6,8,198,3,18,15
4218,614830,49015,736305,30,0,0,2000.0,1,3215.0,1,1,0,0,736627,0,720624,720624,0,0,0,0,0,0.0,0.0,0,10992.0,6699.0,415.0,4369.0,-491.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,22,2,8,0,0,0,17,38,23,108,0,6,8,61,1,18,15
66,216252,15066,732586,30,1,1,0.0,1,702.0,1,1,0,1,735304,1,736605,735295,1,1,0,1,0,1.0,69.03,1,452055.0,325929.0,7526.0,102131.0,16470.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,38,2,25,1,1,0,17,36,23,3,0,4,3,9,0,18,15
2340,973579,47438,734701,30,0,1,0.0,1,1003.0,1,1,0,0,735304,1,736619,735317,1,0,0,1,0,5.0,2300.47,0,274162.0,198332.0,7486.0,55607.0,12737.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,15,2,22,0,0,0,0,1,23,60,0,1,3,74,0,18,15
1844,624123,10029,736199,30,0,0,2000.0,1,1200.0,0,0,0,0,736377,1,720624,736380,0,0,0,0,0,0.0,0.0,0,28868.0,25408.0,303.0,2002.0,1154.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,34,6,15,0,1,0,29,21,23,48,0,6,8,2,1,18,15
2092,571240,67502,732696,30,0,1,1654.95,1,1200.0,0,0,0,0,735306,1,736619,735317,1,0,1,0,0,0.0,0.0,1,373945.0,284562.0,10578.0,73243.0,5562.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,16,2,17,0,2,0,17,38,23,54,0,5,2,135,5,18,15
3815,210083,20016,736397,30,0,0,2000.0,0,600.0,0,0,0,0,720624,0,736494,735410,0,1,0,1,0,2.0,184.48,0,184217.0,85998.0,11635.0,40632.0,45953.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,7,2,3,0,1,6,10,22,10,100,4,1,7,12,1,18,15
264,142155,48017,735310,30,0,0,0.0,1,1200.0,0,0,0,0,720624,1,735872,735870,0,1,0,0,0,0.0,0.0,0,44483.0,34110.0,1114.0,8105.0,1154.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,0,0,0,17,36,40,8,0,5,8,6,0,18,15
2217,897228,29161,732556,30,1,1,248.58,1,1200.0,0,1,0,0,735315,1,736622,735360,0,1,0,0,0,0.0,0.0,0,162045.0,117818.0,6088.0,30518.0,7622.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,40,2,13,2,2,0,5,11,23,12,0,1,8,67,2,0,2
4449,279364,16347,732556,30,0,1,0.0,1,1200.0,0,0,0,1,735326,1,736132,735331,1,1,1,1,0,1.0,167.07,0,91683.0,62767.0,1179.0,24389.0,3349.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,38,2,1,0,1,0,17,38,23,113,0,0,2,17,0,18,15
804,570724,48034,736255,30,0,0,2500.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,120875.0,101348.0,2861.0,13578.0,3088.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,22,4,8,0,0,0,10,27,23,20,0,4,3,6,3,18,15
2408,332148,2066,732556,30,0,1,0.0,1,3600.0,0,0,0,0,720624,1,736557,735295,1,1,0,1,0,1.0,88.84,1,151417.0,100291.0,2720.0,42786.0,5620.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,19,2,0,0,1,0,17,37,25,63,0,1,6,7,0,18,15
4680,298099,92651,735652,30,0,0,2500.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,1,0.0,0.0,0,22992.0,12626.0,2454.0,3676.0,4236.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,4,6,12,0,3,5,0,1,23,118,1,4,7,185,2,18,15
3018,641503,84604,732616,30,0,1,152.59,1,1200.0,0,0,0,1,735309,1,736619,735331,1,1,0,1,0,8.0,1091.94,1,224994.0,147645.0,4173.0,63341.0,9836.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,44,2,20,0,3,0,17,39,23,79,0,1,8,177,0,18,15
2539,991555,55041,736301,30,1,0,2000.0,1,200.0,0,0,0,1,736315,1,736431,736338,1,0,0,0,0,0.0,0.0,0,306139.0,169263.0,10880.0,86997.0,39000.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,23,2,11,0,0,0,17,37,23,66,0,6,8,91,1,18,15
3239,294825,32501,735877,30,0,0,1969.0,1,3315.0,1,1,0,1,736262,1,736619,735984,1,1,0,1,0,2.0,334.8,0,118013.0,87598.0,2519.0,23498.0,4398.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,9,2,24,0,2,0,0,2,23,89,0,2,3,138,1,12,1
265,152674,48227,735956,30,0,0,2500.0,1,800.0,0,0,0,0,736444,1,736523,735837,0,0,0,0,1,0.0,0.0,0,167275.0,133852.0,293.0,29030.0,4100.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,6,8,0,0,0,17,36,40,8,0,6,3,6,6,18,15
4245,302446,42701,735870,30,0,0,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,150248.0,118428.0,5132.0,14478.0,12211.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,17,6,16,0,0,0,10,22,23,109,0,6,8,30,3,18,15
2969,301641,42078,735865,30,0,0,1756.0,1,1200.0,0,0,0,0,736165,1,736529,735582,0,1,0,1,0,2.0,981.06,0,63532.0,36878.0,1485.0,22117.0,3052.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,17,2,22,0,0,0,1,7,6,78,0,0,2,104,1,18,15
2301,767415,36801,733545,30,0,1,1410.0,1,1200.0,0,0,0,1,720624,0,736598,735488,1,1,0,1,0,5.0,735.97,0,59663.0,33891.0,792.0,19146.0,5835.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,1,2,4,0,2,1,0,1,23,13,1,1,7,23,0,17,3
1559,712286,91344,736335,30,0,0,1354.0,1,1200.0,0,0,0,0,736377,1,736403,736387,0,0,0,0,0,0.0,0.0,0,49295.0,35959.0,1072.0,9406.0,2858.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,4,6,12,0,3,0,17,36,23,39,0,6,8,185,1,18,15
1029,460989,93313,736026,30,1,0,417.0,1,1190.0,1,1,0,0,736100,1,736627,736191,0,1,0,1,0,6.0,6003.69,0,294638.0,244717.0,5006.0,37214.0,7701.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,4,2,12,0,3,0,17,37,23,27,0,0,8,182,1,18,15
1479,517949,35180,734491,30,1,1,0.0,1,0.0,1,1,0,1,735515,1,736605,735395,1,1,0,1,0,1.0,2084.13,1,242024.0,170856.0,2909.0,57128.0,11131.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,6,4,0,2,1,0,1,23,38,1,3,7,102,1,18,15
1923,65410,29054,735222,30,0,0,2500.0,1,1200.0,1,1,0,1,735326,1,736613,735317,1,1,0,1,0,4.0,1707.29,1,224273.0,167470.0,3698.0,45600.0,7504.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,40,2,13,0,2,1,0,1,23,51,1,3,7,47,1,18,15
1030,468089,93309,735366,30,1,0,2500.0,1,0.0,0,0,0,0,735388,1,736405,735408,0,1,0,0,0,0.0,0.0,0,80445.0,70761.0,1868.0,6221.0,1594.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,4,6,12,0,3,0,17,36,23,27,0,0,8,182,3,18,15
517,357154,63703,735864,30,0,0,2500.0,1,0.0,1,1,0,0,720624,1,736591,735261,0,0,0,1,0,1.0,68.67,0,121880.0,87498.0,4019.0,25363.0,5001.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,24,2,22,0,0,0,19,41,40,31,0,6,8,104,1,0,1
3063,443983,98003,735352,30,0,0,2500.0,1,1200.0,0,0,0,0,735575,1,736262,735652,0,1,0,1,0,5.0,1106.43,0,155334.0,132391.0,1050.0,14961.0,6933.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,47,4,5,0,3,0,17,39,23,83,0,0,8,191,1,18,15
944,168719,28001,735698,30,1,0,0.0,1,2400.0,0,0,0,0,720624,0,720624,735410,0,1,0,0,0,0.0,0.0,0,827344.0,633077.0,16586.0,156426.0,21255.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,27,2,13,2,2,6,5,11,7,25,2,1,7,18,1,18,15
328,822843,48228,733721,30,1,0,0.0,1,1200.0,0,0,0,0,735444,1,720624,735855,0,0,0,0,0,0.0,0.0,0,56473.0,43194.0,1897.0,6350.0,5032.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,22,6,8,1,0,0,17,36,40,8,0,1,8,6,0,18,15
4834,712269,25404,736336,30,1,0,1363.0,1,944.0,1,1,0,0,720624,0,736586,735410,1,1,0,0,0,0.0,0.0,0,265871.0,203922.0,2294.0,56223.0,3432.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,49,2,3,0,1,6,10,22,11,121,4,0,7,12,1,18,15
4084,746535,33617,736437,30,0,0,2500.0,1,1000.0,0,0,0,0,736465,1,736479,720624,1,0,0,0,0,0.0,0.0,0,60526.0,58285.0,187.0,1698.0,356.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,9,2,24,0,2,0,0,1,23,105,0,6,8,40,1,18,15
3514,191045,30755,735652,30,1,0,2500.0,1,1039.0,1,0,0,0,720624,0,736621,735410,0,1,0,0,0,0.0,0.0,0,73127.0,53335.0,1020.0,14570.0,4201.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,10,4,4,0,2,0,0,2,23,93,0,2,7,71,1,18,15
676,712130,78070,736483,30,0,0,2500.0,0,1000.0,0,0,1,0,720624,0,720624,720624,0,0,0,1,0,1.0,344.6,0,117699.0,89334.0,4386.0,20493.0,3486.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,43,2,2,0,2,0,17,39,23,15,0,6,8,113,1,18,15
3825,491523,20018,736049,30,1,0,1915.0,1,1200.0,0,0,0,0,720624,0,720624,735410,0,1,0,0,0,0.0,0.0,0,135312.0,121059.0,531.0,11800.0,1921.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,7,6,3,0,1,6,10,27,23,100,4,0,7,12,1,18,15
3349,679936,32211,733659,30,0,1,1491.0,1,1200.0,0,0,0,0,720624,1,736527,735437,0,0,0,0,0,0.0,0.0,0,89144.0,74307.0,1380.0,7929.0,5528.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,9,2,24,0,2,0,0,1,23,89,0,1,3,60,1,18,15
143,663989,1826,735170,30,1,0,100.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,4169.0,294.0,-18.0,1715.0,2177.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,19,2,0,0,1,0,17,37,25,5,0,0,8,7,0,18,15
4584,13990,93442,735305,30,1,0,2301.0,1,1190.0,1,1,0,0,735846,1,736226,735820,1,1,0,1,0,9.0,6903.81,0,179778.0,129791.0,5425.0,37321.0,7241.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,4,2,12,0,3,0,17,38,23,0,0,4,3,196,1,15,1
1478,468161,35555,734073,30,1,0,2381.0,1,1200.0,0,0,0,1,735500,1,735507,735488,1,1,0,0,0,0.0,0.0,0,109704.0,74282.0,2023.0,29016.0,4384.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,2,4,0,2,0,0,1,23,38,0,3,7,102,1,18,15
