Account,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,PQS_Program,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
557225,0,2000.0,0,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,122957.0,5,0,0,0,0,26,6,20,0,3,0,34,82,0,4,8,176,1,0
902740,0,616.0,1,3600.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,101131.0,5,3,0,0,0,40,2,13,0,2,0,1,12,0,1,3,47,0,15
646961,1,2181.0,1,0.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,1,122215.0,5,0,1,0,0,14,0,22,0,0,0,1,101,0,1,2,87,3,15
472152,0,0.0,1,945.0,1,0,0,0,0,0,1,0,1,0,1.0,348.76,0,62463.0,5,0,1,0,1,4,6,12,0,3,0,36,102,0,2,8,193,1,15
531336,0,2000.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,117148.0,1,1,1,0,0,34,6,15,0,1,0,26,48,0,0,8,2,3,15
712135,0,2500.0,1,857.0,1,0,1,0,1,0,0,0,0,1,0.0,0.0,0,172.0,5,4,0,0,0,24,2,22,0,0,0,1,31,0,6,8,92,1,15
62326,1,2239.0,1,700.0,1,1,0,1,0,1,1,0,1,0,2.0,2294.94,0,221226.0,5,3,1,0,0,8,2,3,0,1,6,23,103,4,4,7,72,0,15
713365,0,2500.0,1,929.0,1,0,1,0,0,0,1,0,1,0,2.0,261.72,0,39923.0,5,0,1,0,1,27,2,13,0,2,0,2,25,0,6,7,65,3,15
713308,0,2500.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,100897.0,5,4,1,0,0,22,2,10,0,0,0,38,49,0,6,8,52,3,15
489660,0,0.0,1,856.0,1,0,0,0,1,0,1,0,1,0,1.0,1601.42,1,227725.0,0,0,1,0,0,22,2,8,0,0,0,36,2,0,4,2,6,0,15
183497,0,2500.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,41091.0,5,4,0,0,1,22,6,8,0,0,0,36,8,0,6,8,6,3,15
761687,1,0.0,1,0.0,1,1,0,0,1,1,1,0,1,0,8.0,11368.1,0,841920.0,4,0,1,1,0,1,2,4,0,2,0,2,23,0,1,7,140,1,1
653050,0,1172.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,31104.0,5,0,1,0,0,4,2,12,0,3,0,36,4,0,2,8,185,2,15
229493,0,2000.0,1,7400.0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0,637.0,5,3,1,0,1,14,2,10,0,0,0,38,88,0,4,8,82,1,15
535218,1,246.0,0,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,57057.0,5,0,1,1,0,34,6,15,0,1,0,21,92,0,1,8,2,1,15
759599,0,0.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,182495.0,5,0,0,0,0,50,4,20,0,3,0,39,90,0,2,3,170,1,15
291042,0,2500.0,1,1200.0,1,1,0,0,0,0,0,0,1,0,3.0,469.21,0,312546.0,5,4,0,0,0,10,2,4,0,2,0,2,44,0,6,7,26,1,15
452208,0,590.0,1,0.0,1,1,0,0,1,1,0,0,0,0,0.0,0.0,0,299803.0,1,1,0,1,0,43,6,17,0,2,0,37,40,0,0,2,105,1,1
16684,1,1946.0,1,0.0,1,1,0,1,1,1,1,0,1,0,16.0,0.0,1,187109.0,5,0,1,0,0,42,1,14,0,2,0,1,37,0,1,8,112,1,15
712124,1,2000.0,0,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,137873.0,5,0,0,0,0,25,2,14,0,2,1,2,91,1,1,7,151,1,15
16280,1,0.0,1,2400.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,277592.0,5,0,1,0,0,19,2,0,0,1,0,38,5,0,4,3,7,1,15
222174,0,2207.0,1,1064.0,1,1,0,0,1,0,0,0,1,0,2.0,3728.49,0,314466.0,5,0,1,0,0,36,4,17,0,2,16,34,87,3,4,7,100,1,15
848113,0,2500.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,2957.0,2,2,0,0,0,22,6,8,0,0,0,22,8,0,5,8,6,3,15
504712,1,0.0,0,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,103480.0,5,0,1,1,0,34,2,1,0,1,0,37,113,0,4,8,15,0,15
225513,0,11.0,1,1200.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,217640.0,5,4,0,0,0,18,2,4,0,2,1,2,14,1,6,7,96,2,15
416916,0,0.0,1,410.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,3604.0,5,1,1,0,0,35,2,16,0,0,7,6,72,4,2,2,16,0,15
769530,0,2500.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,708.0,5,4,0,0,1,36,2,17,0,2,24,37,6,4,6,8,131,3,15
712555,1,2500.0,1,0.0,0,1,0,0,1,0,1,0,1,0,3.0,809.3,0,304528.0,5,0,1,0,0,25,2,14,0,2,6,23,91,4,4,7,151,3,15
588674,1,1451.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,40749.0,1,0,1,0,0,31,6,15,0,1,11,20,84,4,0,7,2,1,15
316376,0,2500.0,1,400.0,0,0,0,0,1,1,1,0,1,0,1.0,223.12,0,72227.0,5,0,1,0,0,4,2,12,0,3,0,36,118,0,2,8,185,2,15
756413,0,2500.0,1,200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,135117.0,5,0,1,0,0,49,2,25,0,1,2,7,53,4,3,7,9,2,15
387275,0,1289.0,1,1200.0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,1,75184.0,5,0,2,1,0,36,6,17,0,2,16,39,56,3,2,7,120,1,15
588532,0,1113.0,1,225.0,1,1,0,0,1,0,1,0,0,1,0.0,0.0,1,10422.0,5,0,1,0,0,19,2,0,0,1,0,37,5,0,1,8,7,1,15
285944,0,2500.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,17277.0,5,3,1,0,0,34,6,15,0,1,7,20,92,4,4,7,2,1,15
439950,0,0.0,1,1200.0,0,0,0,0,1,0,1,0,1,0,2.0,2292.9,0,345959.0,5,1,1,1,0,26,2,20,0,3,0,39,82,0,2,2,166,1,1
786185,1,0.0,1,2226.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,172973.0,5,0,1,1,0,38,2,25,0,1,0,39,53,0,1,2,9,0,3
267750,1,2500.0,1,1008.0,1,1,0,0,0,0,1,0,1,0,2.0,1073.62,0,514686.0,5,0,1,0,0,10,2,13,0,2,0,2,94,0,1,8,8,1,15
299559,0,2500.0,1,0.0,0,0,0,0,1,0,1,0,1,0,2.0,436.76,0,17356.0,1,1,0,0,0,9,2,24,0,2,0,1,116,0,0,8,35,3,15
751870,0,1041.0,1,0.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,1,144443.0,5,0,1,1,0,22,2,8,1,0,0,36,119,0,1,2,6,0,15
437165,0,1948.0,0,0.0,0,0,0,1,1,1,0,0,1,0,2.0,790.69,0,154983.0,2,2,1,0,0,11,1,9,0,3,0,38,24,0,5,3,159,3,15
152785,1,0.0,1,1200.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,309641.0,5,0,1,1,0,19,2,0,0,1,0,37,63,0,3,2,7,0,0
623880,0,2000.0,1,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,72474.0,5,4,0,0,0,22,2,8,0,0,0,36,8,0,6,8,6,3,15
756423,1,2500.0,1,11392.0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0,97250.0,5,0,1,0,1,22,2,8,0,0,0,36,108,0,6,8,51,1,15
305797,1,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,149982.0,0,0,1,1,0,12,2,11,0,0,0,38,45,0,1,3,136,1,0
768026,1,0.0,1,0.0,1,1,0,1,1,1,1,0,1,0,1.0,69.53,0,413675.0,0,0,1,1,0,1,2,4,0,2,1,2,35,1,4,7,102,1,15
421640,0,2500.0,1,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,63660.0,5,4,0,0,0,9,6,24,0,2,0,12,105,0,6,8,40,3,15
712873,0,2000.0,0,1000.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,494092.0,5,3,0,0,0,10,2,4,0,2,0,2,77,0,1,7,71,0,15
34900,1,20.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,126743.0,5,0,1,1,0,12,2,11,0,0,0,37,74,0,2,3,109,1,3
628048,1,0.0,1,1017.0,1,1,0,1,1,1,0,0,1,0,1.0,892.48,0,232478.0,5,0,1,1,0,17,6,16,0,0,0,22,109,0,1,8,30,0,15
461154,0,1076.0,1,7575.0,1,1,0,0,1,1,1,0,0,0,0.0,0.0,1,227033.0,5,0,0,1,0,11,1,9,2,3,0,36,24,0,4,3,159,2,15
760863,1,2500.0,1,759.0,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0,134440.0,5,0,1,0,1,14,2,22,0,0,0,34,101,0,3,8,87,1,15
524901,0,0.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,186659.0,5,0,1,1,0,20,6,3,0,1,6,27,36,4,4,7,13,0,15
15205,1,0.0,1,0.0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,186121.0,5,0,1,0,1,1,6,4,0,2,0,1,77,0,4,8,140,0,15
302366,0,2500.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,125435.0,5,0,1,0,0,1,4,4,0,2,1,1,77,1,1,7,102,1,15
373356,0,2500.0,0,1200.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,330697.0,2,2,1,0,1,11,6,9,0,3,0,39,24,0,5,8,159,1,15
912488,1,0.0,1,1200.0,0,0,0,1,1,1,1,0,1,0,6.0,2636.48,1,264136.0,0,0,1,0,0,36,2,17,0,2,16,39,6,3,3,7,131,0,15
187626,0,1013.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,16889.0,5,1,1,0,1,4,2,21,0,3,0,39,85,0,2,8,199,3,15
614786,1,883.0,1,0.0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0,152386.0,3,0,1,1,0,43,4,2,0,2,0,37,7,0,2,2,94,3,15
903560,1,2105.0,1,721.0,1,0,0,0,1,1,1,0,1,0,11.0,16437.72,0,205027.0,1,0,0,0,0,42,6,13,0,2,1,1,73,1,0,7,56,1,15
775177,1,0.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,237965.0,0,3,1,1,0,40,2,13,2,2,0,11,12,0,1,8,47,1,15
216362,1,2500.0,1,8600.0,0,0,0,1,1,1,1,0,1,0,2.0,2249.79,0,140335.0,5,0,1,0,0,14,2,10,0,0,0,2,88,0,2,8,133,1,15
430647,0,851.0,1,1200.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,108817.0,5,0,1,0,0,43,2,17,0,2,0,38,95,0,4,2,100,1,0
180558,0,1429.0,1,3470.0,1,1,0,0,1,1,1,0,1,0,2.0,304.81,0,534240.0,1,0,1,0,0,49,6,16,0,0,0,22,112,0,0,3,58,1,15
687521,1,2500.0,1,1200.0,0,0,0,0,1,0,1,0,1,0,1.0,830.5,0,472371.0,5,0,1,0,0,38,2,25,0,1,0,36,53,0,3,3,9,1,15
