Account,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,PQS_Program,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
410092,0,0.0,1,0.0,1,1,0,1,1,1,0,0,1,0,1.0,374.42,1,988589.0,2,2,0,1,0,28,2,11,0,0,0,38,10,0,5,2,139,0,3
363318,0,2500.0,1,5800.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,132586.0,5,0,0,0,0,16,2,22,0,0,0,33,31,0,6,0,85,1,0
304550,1,1829.0,0,1200.0,0,0,0,1,1,1,1,0,1,0,1.0,374.73,0,412451.0,5,0,0,1,0,48,2,11,0,0,0,38,110,0,1,3,145,0,0
756418,0,603.0,1,700.0,1,1,0,0,1,1,0,0,0,0,0.0,0.0,0,421148.0,3,3,0,1,0,28,6,11,0,0,0,39,10,0,3,2,153,5,3
410068,0,0.0,1,0.0,1,1,0,1,1,1,0,0,1,0,1.0,374.42,1,624629.0,2,2,0,1,0,28,3,11,0,0,0,38,10,0,5,2,139,0,3
450395,1,0.0,1,0.0,1,1,0,0,1,1,0,0,1,0,1.0,2126.66,1,363462.0,5,0,1,1,0,22,2,10,0,0,0,37,49,0,4,3,52,0,0
939391,0,0.0,1,1200.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,1,462648.0,5,4,0,0,0,28,6,11,0,0,0,38,10,0,6,2,139,0,3
64295,1,2500.0,1,0.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,1,106832.0,5,3,1,0,0,23,2,11,0,0,9,38,49,4,4,7,91,3,0
211295,0,2000.0,0,1200.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,166597.0,5,4,0,0,0,43,6,2,0,2,22,1,122,1,6,7,113,2,11
522003,1,0.0,1,1200.0,0,0,0,0,1,1,1,0,1,0,1.0,69.39,0,184495.0,0,3,1,1,0,29,2,11,0,0,0,38,65,0,3,2,152,1,0
57885,1,0.0,1,1200.0,0,1,0,1,1,1,0,0,1,0,3.0,346.9,0,218763.0,5,3,1,1,0,12,2,11,0,0,0,37,74,0,3,3,109,1,0
588164,1,0.0,1,1200.0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,0,218818.0,4,0,1,1,0,36,2,17,0,2,16,1,6,1,1,7,131,0,3
307898,0,2000.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,208660.0,5,4,0,0,0,43,6,2,0,2,0,1,122,0,6,8,108,3,6
423327,1,785.62,1,1154.0,1,1,0,0,1,1,0,0,1,0,2.0,282.03,1,135267.0,0,3,1,1,0,29,2,11,0,0,0,39,65,0,1,8,152,0,0
759298,1,0.0,1,3600.0,1,1,0,1,1,1,1,0,1,0,1.0,207.18,1,178297.0,0,0,1,1,0,16,2,17,0,2,0,39,54,0,1,2,135,0,0
38661,1,0.0,1,169.0,1,1,0,0,1,1,1,0,1,0,1.0,2126.66,1,359737.0,0,0,1,1,0,12,2,11,0,0,0,38,18,0,3,2,98,1,0
39891,1,0.0,1,1185.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,162895.0,5,0,1,1,0,29,2,11,0,0,0,38,65,0,1,3,122,1,0
40741,1,0.0,1,1200.0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,1,341788.0,0,3,1,1,0,48,2,11,0,0,0,38,49,0,1,3,91,1,0
835202,0,2500.0,1,0.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,189490.0,5,0,0,0,0,12,6,11,0,0,0,38,45,0,4,2,122,3,0
487514,0,2500.0,1,0.0,0,0,0,0,1,1,1,0,1,0,1.0,2124.53,0,81402.0,2,2,0,0,0,23,3,11,0,0,9,38,49,4,5,7,91,3,0
209862,0,2181.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,1,91610.0,5,0,1,0,0,16,2,17,0,2,0,37,54,0,1,3,135,0,0
754892,1,0.0,1,1170.0,1,1,0,0,1,1,1,0,1,0,1.0,669.36,0,230625.0,0,0,1,1,0,12,2,11,0,0,0,37,22,0,3,3,98,0,0
785195,0,846.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,1,240224.0,0,0,0,1,0,13,2,19,16,3,0,39,30,0,1,2,200,1,3
211955,0,2500.0,1,1200.0,1,1,0,0,1,1,0,0,1,0,1.0,892.48,0,122258.0,5,3,1,0,0,14,0,22,0,0,9,27,31,4,1,7,87,2,0
672355,1,2500.0,1,0.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,136915.0,5,1,1,0,0,22,2,10,0,0,0,38,49,0,2,8,41,3,0
785340,1,0.0,1,3020.0,1,0,0,1,1,1,1,0,0,0,0.0,0.0,0,291676.0,0,0,1,1,0,14,2,22,0,0,0,1,101,0,3,2,104,1,1
699218,1,0.0,1,0.0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0,277228.0,0,0,1,1,1,22,2,10,0,0,0,37,110,0,2,8,52,1,0
755549,0,65.0,1,992.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,1,168850.0,0,1,0,0,0,23,2,11,0,0,0,38,49,0,0,2,153,1,0
820009,1,0.0,1,0.0,1,1,0,0,1,1,1,0,1,0,1.0,2126.66,0,131313.0,0,0,1,1,0,23,2,11,0,0,0,38,49,0,3,3,91,0,0
13805,1,40.0,1,540.0,1,1,0,0,1,1,1,0,1,0,1.0,2126.66,0,198717.0,0,0,1,1,0,26,2,7,0,3,0,39,114,0,1,3,168,0,0
358666,1,2500.0,1,5800.0,0,0,0,0,1,1,1,0,1,0,1.0,275.24,0,174633.0,5,0,1,0,0,16,2,22,0,0,0,33,31,0,1,2,92,1,0
423087,1,313.53,1,1086.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,65420.0,0,0,1,1,0,29,2,11,0,0,0,38,22,0,4,3,152,1,0
19566,0,209.85,1,0.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,0,84056.0,0,1,1,1,0,12,2,11,16,0,0,38,45,0,2,3,122,5,0
500168,1,0.0,1,0.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,111508.0,0,0,1,1,0,12,2,11,0,0,0,38,45,0,1,2,122,1,0
95778,1,0.0,1,0.0,1,1,0,0,1,1,1,0,0,0,0.0,0.0,1,211096.0,0,0,1,1,0,12,2,11,0,0,0,38,45,0,4,3,122,0,0
322425,1,2500.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,124358.0,5,3,1,0,0,12,2,11,0,0,0,40,18,0,4,3,136,2,0
118119,1,2251.0,1,2600.0,0,1,0,0,1,0,1,0,0,1,0.0,0.0,0,217302.0,5,0,1,0,0,29,2,11,0,0,0,38,45,0,1,2,122,1,0
988267,1,0.0,1,0.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,150372.0,0,0,1,1,0,23,2,11,0,0,0,38,49,0,3,3,91,0,0
357999,0,2368.0,1,20164.0,1,1,0,1,1,1,0,1,0,0,0.0,0.0,1,120161.0,0,1,0,1,0,14,6,10,4,0,0,38,60,0,2,2,133,0,12
713685,1,0.0,0,1200.0,0,0,1,1,0,1,1,0,0,0,0.0,0.0,0,100175.0,5,0,1,0,1,12,2,11,0,0,0,38,45,0,3,2,98,0,0
834844,0,0.0,1,0.0,1,1,0,0,1,1,1,0,0,0,0.0,0.0,1,102959.0,0,1,1,1,0,16,2,17,0,2,0,39,54,0,0,6,135,1,0
414557,1,0.0,1,186.0,1,1,0,1,1,1,1,0,0,1,0.0,0.0,1,467098.0,0,0,1,1,0,48,2,10,0,0,0,39,110,0,1,2,125,1,0
570605,1,0.0,1,1190.0,1,1,0,0,1,1,1,0,1,0,1.0,69.05,0,195497.0,0,0,1,1,0,16,2,17,0,2,0,39,54,0,3,3,135,0,0
396775,0,0.0,1,0.0,1,1,0,1,1,1,0,0,1,0,1.0,2124.53,1,232298.0,0,3,0,1,0,28,2,11,0,0,0,38,10,0,1,5,139,0,3
422980,0,0.0,0,1200.0,0,0,0,0,1,1,0,0,1,0,4.0,978.16,0,278297.0,0,3,1,0,0,43,2,17,16,2,0,38,40,0,4,2,105,0,0
554423,1,0.0,1,153.0,1,0,0,0,1,1,1,0,0,1,0.0,0.0,1,180280.0,0,0,1,1,0,14,2,22,0,0,0,34,101,0,2,3,104,0,0
836016,1,1962.0,1,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,99936.0,0,0,1,1,1,22,6,10,0,0,0,37,110,0,2,8,52,3,0
510530,1,0.0,1,1200.0,1,0,1,1,1,1,1,0,0,0,0.0,0.0,1,158169.0,5,0,1,1,0,29,2,11,0,0,0,38,22,0,1,3,152,0,0
27367,1,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,133206.0,0,3,1,1,0,29,2,11,0,0,0,39,65,0,3,2,152,1,0
775471,0,0.0,1,1200.0,0,1,0,0,1,1,1,0,0,0,0.0,0.0,1,116724.0,0,0,1,1,0,16,2,17,0,2,0,37,54,0,1,3,135,0,0
819529,1,865.0,1,3600.0,1,1,0,1,1,1,1,0,1,0,1.0,275.08,1,214215.0,0,0,1,1,0,48,2,11,1,0,0,39,110,0,1,3,134,0,0
175821,1,2500.0,1,1200.0,1,0,0,1,1,1,1,0,0,0,0.0,0.0,1,143682.0,1,0,1,0,0,29,6,11,0,0,0,36,65,0,0,8,152,1,0
556780,1,2500.0,1,3600.0,1,1,0,0,1,1,1,0,0,0,0.0,0.0,1,74624.0,0,0,1,1,0,16,2,17,0,2,0,39,54,0,1,2,135,0,0
755477,0,0.0,1,975.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,1,105678.0,1,1,0,1,0,23,2,11,0,0,0,38,49,0,0,2,153,1,0
755518,0,0.0,1,1062.0,1,1,0,1,1,1,0,0,0,1,0.0,0.0,1,299030.0,2,2,0,1,0,23,2,11,0,0,0,38,49,0,5,2,153,0,0
300743,0,1163.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,74574.0,5,0,1,0,1,29,2,7,0,3,0,38,65,0,2,8,135,1,0
43372,1,0.0,1,1200.0,0,0,1,1,1,1,1,0,0,0,0.0,0.0,0,125784.0,0,0,1,1,0,29,2,11,0,0,0,37,65,0,1,2,152,1,0
835794,1,0.0,1,2584.0,1,1,0,1,1,1,1,0,1,0,1.0,138.58,0,870193.0,5,3,1,1,0,22,2,10,0,0,0,38,49,0,1,3,52,1,12
133186,0,0.0,1,20164.0,1,1,0,1,1,1,0,1,0,0,0.0,0.0,0,208790.0,2,2,0,0,0,24,2,22,4,0,0,38,60,0,5,2,87,0,0
382554,0,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,80671.0,3,0,1,0,0,16,2,17,0,2,0,38,54,0,4,3,135,1,0
355639,0,2500.0,1,20164.0,1,1,0,1,1,1,0,1,0,0,0.0,0.0,1,79184.0,1,1,0,0,0,14,6,10,4,0,0,38,60,0,0,2,133,0,12
753770,1,0.0,1,6634.0,1,1,0,0,1,1,1,0,0,0,0.0,0.0,0,215525.0,0,0,1,1,0,48,2,11,0,0,0,39,110,0,1,3,145,0,0
44634,1,0.0,1,490.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,0,138164.0,5,0,1,0,0,16,2,17,0,2,9,37,54,4,1,7,85,0,0
175812,0,1982.0,1,4800.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,55217.0,5,4,0,0,0,16,2,17,0,2,16,39,54,4,6,7,152,2,0
159420,0,2500.0,1,265.0,1,1,0,0,1,1,0,0,1,0,1.0,0.0,0,120997.0,5,4,0,0,0,14,4,22,0,0,9,27,31,4,6,7,87,0,0
420639,1,591.49,1,2584.0,1,1,1,1,1,1,0,0,0,0,0.0,0.0,0,217443.0,0,3,1,1,0,22,2,10,0,0,0,38,49,0,1,3,52,1,0
29371,1,0.0,1,16598.0,1,1,0,1,1,1,1,0,1,0,10.0,3716.55,1,285125.0,0,0,1,1,0,29,2,7,2,3,0,36,65,0,1,2,163,1,0
954725,1,2500.0,0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,51161.0,5,4,0,0,0,29,6,11,0,0,0,38,22,0,6,3,122,3,0
804132,0,0.0,1,1016.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,0,119372.0,5,1,0,0,0,16,6,17,0,2,0,39,54,0,2,3,135,1,0
826265,0,0.0,1,1200.0,0,0,0,0,1,0,0,0,1,0,5.0,2837.98,0,234684.0,4,4,0,1,0,13,6,20,0,3,0,39,90,0,4,8,172,1,0
181424,1,2500.0,1,1200.0,0,1,0,1,1,1,1,0,0,0,0.0,0.0,0,138940.0,5,0,1,0,0,16,2,22,0,0,0,38,31,0,1,3,85,0,0
30676,0,0.0,1,4800.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,1,253285.0,5,0,1,1,0,43,2,2,2,2,0,39,15,0,1,3,113,0,3
193275,1,2500.0,1,6000.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,128451.0,3,0,1,0,0,18,2,2,1,2,0,2,14,0,1,3,149,2,1
274809,0,1889.0,1,20164.0,1,1,0,1,1,1,0,1,1,0,3.0,4109.07,1,168099.0,1,1,0,1,0,14,6,10,4,0,0,38,60,0,0,2,133,0,12
786953,0,0.0,1,1200.0,0,0,0,0,1,0,1,0,1,0,1.0,139.14,0,281618.0,1,0,0,0,0,14,6,22,0,0,0,1,60,0,0,8,104,0,0
204159,1,1978.0,1,1123.0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,0,92383.0,5,0,1,0,0,29,2,11,0,0,0,38,22,0,1,3,152,0,0
250522,1,0.0,1,1190.0,1,1,0,0,1,1,0,0,0,0,0.0,0.0,1,149729.0,0,0,1,1,0,5,2,7,0,3,0,37,86,0,3,3,163,1,0
484093,0,2500.0,1,1200.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,154031.0,5,4,0,0,0,26,6,20,0,3,0,38,82,0,6,8,173,2,0
738362,0,0.0,1,0.0,0,0,0,1,1,1,0,0,1,0,1.0,166.01,0,233966.0,1,1,1,1,0,23,1,11,2,0,0,34,66,0,0,2,89,3,3
56846,0,2500.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,39299.0,5,0,1,0,0,12,6,11,0,0,0,38,18,0,2,3,136,1,0
752474,1,1213.0,1,2400.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,108089.0,1,0,1,0,0,29,2,7,0,3,0,38,65,0,0,8,152,0,0
628368,1,0.0,1,9600.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,140686.0,0,0,1,0,0,23,1,11,2,0,0,34,66,0,1,2,91,1,3
60830,1,130.0,1,1200.0,0,0,0,1,1,1,1,0,1,0,4.0,7178.46,1,599539.0,1,1,1,0,0,34,2,23,0,1,0,34,9,0,0,3,33,0,3
496679,1,0.0,1,646.0,1,1,0,0,1,1,1,0,0,0,0.0,0.0,1,54622.0,0,0,1,1,0,29,2,11,0,0,0,38,18,0,1,2,98,1,0
91489,1,1745.0,1,1200.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,26679.0,1,0,1,1,0,22,2,10,0,0,6,22,49,4,0,7,41,1,0
635706,1,2400.0,1,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,117939.0,1,0,1,0,0,29,6,11,0,0,0,37,65,0,0,2,152,3,0
307310,1,0.0,1,3590.0,1,1,0,1,1,1,1,0,1,0,2.0,500.13,0,54987.0,0,0,1,1,0,29,2,11,0,0,0,38,65,0,1,2,152,1,0
698326,1,13.66,1,9600.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,108483.0,0,0,1,1,0,23,2,11,2,0,0,34,66,0,1,3,89,0,3
698898,1,1999.94,1,9600.0,0,0,0,1,1,1,1,0,1,0,1.0,91.71,0,124307.0,3,0,1,1,0,23,2,11,2,0,0,34,66,0,4,2,89,1,3
626222,1,2500.0,1,9600.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,164799.0,0,0,1,0,0,23,1,11,2,0,0,34,66,0,3,2,89,1,3
568309,0,0.0,1,1070.0,1,1,0,1,1,1,0,0,0,0,0.0,0.0,0,86215.0,5,4,1,0,0,16,2,17,0,2,0,38,54,0,6,3,135,0,0
697942,1,1807.38,1,9600.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,145316.0,0,0,1,1,0,23,2,11,2,0,0,34,66,0,1,2,144,1,3
784847,1,0.0,1,0.0,1,1,0,1,1,1,1,0,1,0,1.0,2084.13,1,195253.0,0,0,1,1,0,14,2,22,0,0,0,1,101,0,1,3,87,0,0
976688,0,0.0,1,2400.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,13509.0,5,4,0,0,0,23,6,11,0,0,9,38,49,4,6,7,91,0,0
931348,0,2000.0,1,1200.0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,43191.0,5,4,0,0,0,12,6,11,9,0,0,10,18,0,6,8,98,2,0
611388,1,2000.0,1,400.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,129300.0,5,0,1,0,0,24,2,22,0,0,0,39,101,0,4,3,87,1,0
44958,1,0.0,1,16598.0,1,1,0,1,1,1,1,0,1,0,3.0,1388.7,1,129397.0,0,0,1,1,0,29,2,11,2,0,0,36,22,0,1,2,152,1,0
713739,1,2500.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,66189.0,5,0,0,0,0,16,2,17,0,2,0,39,54,0,6,8,135,3,0
418793,0,0.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,286612.0,5,0,0,0,0,17,2,16,0,0,0,7,75,0,1,8,42,0,0
743816,0,2500.0,1,7050.0,1,1,0,1,1,1,1,0,1,0,1.0,2126.66,0,62485.0,5,0,1,0,0,29,3,11,1,0,0,38,45,0,1,8,122,1,0
287580,0,2500.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,1,96059.0,5,0,0,0,0,13,2,20,0,3,0,39,90,0,2,3,169,1,0
131181,1,2262.0,1,3600.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,22559.0,5,0,1,0,0,16,6,17,0,2,0,39,54,0,4,2,135,0,0
690656,1,0.0,1,0.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,244834.0,5,0,1,0,0,23,2,11,0,0,0,34,66,0,1,2,89,3,3
787350,1,1202.0,1,3020.0,1,0,0,1,1,1,1,0,0,0,0.0,0.0,0,227104.0,5,0,1,1,0,14,2,22,0,0,0,1,101,0,4,2,104,1,1
291531,1,2000.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,84842.0,5,0,1,0,0,29,2,11,0,0,0,38,22,0,4,3,122,3,0
751896,0,2100.0,1,3020.0,1,0,0,1,1,1,0,0,1,0,1.0,2084.13,0,142336.0,3,1,0,0,0,14,2,22,0,0,0,1,101,0,2,2,104,5,1
170480,0,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,166373.0,0,0,1,1,0,43,2,17,0,2,0,38,95,0,3,2,128,0,1
538363,1,0.0,1,650.0,1,1,0,0,1,1,1,0,1,0,1.0,138.28,1,424829.0,0,0,1,1,0,22,2,8,0,0,0,38,108,0,1,2,41,1,1
698016,0,1854.0,1,9600.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,88631.0,3,0,1,1,0,23,2,11,2,0,0,34,66,0,2,2,89,1,3
636225,1,0.0,1,16598.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,97256.0,0,0,1,1,0,29,2,11,2,0,0,36,65,0,1,8,152,1,0
402374,1,253.0,1,1200.0,0,1,0,0,1,1,1,0,0,1,0.0,0.0,0,367624.0,0,0,1,1,0,34,2,1,0,1,0,36,113,0,2,3,15,2,3
357434,1,0.0,1,3590.0,1,1,1,1,1,1,1,0,0,0,0.0,0.0,0,71329.0,0,0,1,1,0,29,2,11,0,0,0,38,65,0,1,3,152,0,0
288445,1,0.0,1,1200.0,0,0,0,0,1,0,1,0,1,0,2.0,2195.69,1,204012.0,5,0,1,0,0,34,2,23,0,1,0,37,9,0,1,3,27,0,3
612359,1,0.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,1,299250.0,5,0,1,0,0,34,2,1,0,1,0,37,9,0,1,3,54,0,3
647135,1,0.0,1,200.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,242776.0,5,0,1,0,0,24,2,22,0,0,0,39,101,0,4,3,87,0,0
697944,0,2302.74,1,9600.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,92746.0,0,1,1,1,0,23,2,11,2,0,0,34,66,0,0,2,89,1,3
368961,0,2500.0,1,4800.0,0,0,0,0,0,1,1,0,1,0,6.0,1822.14,0,89384.0,5,3,1,0,0,16,2,17,0,2,16,39,54,4,3,7,152,1,0
835803,0,0.0,1,2584.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,227043.0,5,3,1,1,0,22,2,10,0,0,0,38,49,0,1,3,52,1,12
265137,1,0.0,1,6000.0,0,0,0,0,1,1,1,0,1,0,1.0,2084.13,0,151448.0,3,0,1,1,0,18,2,2,1,2,0,2,14,0,4,3,149,1,1
624397,0,262.0,1,3600.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,136102.0,5,3,1,0,0,12,2,11,0,0,0,36,74,0,1,3,109,1,0
175819,0,2477.0,1,1200.0,1,0,0,1,1,1,1,0,0,1,0.0,0.0,0,78851.0,5,0,1,0,0,29,0,11,2,0,0,36,65,0,1,8,152,0,0
352636,0,2500.0,1,1200.0,0,0,0,0,1,0,1,0,1,0,1.0,2124.53,0,172689.0,1,0,0,0,0,24,6,22,0,0,0,33,31,0,0,2,95,1,12
455449,0,0.0,1,2400.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,63253.0,5,0,1,0,0,29,6,7,0,3,0,38,65,0,1,8,152,0,0
215161,0,2000.0,0,0.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,1,71334.0,5,1,1,0,0,12,2,11,5,0,0,56,122,0,2,8,122,3,0
464710,1,9.0,1,150.0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0,236780.0,5,0,1,0,0,1,6,4,0,2,1,1,23,1,1,7,140,1,3
576037,1,1647.0,0,0.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,33992.0,5,1,1,0,0,48,2,11,0,0,0,38,49,0,2,3,91,3,0
414716,1,1642.0,1,0.0,0,0,0,0,0,0,1,0,1,0,1.0,137.66,0,139754.0,5,0,1,0,1,28,2,11,0,0,9,38,10,4,1,7,153,3,0
571372,1,0.0,1,0.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,154058.0,0,0,1,1,0,16,2,17,0,2,0,38,54,0,3,2,135,0,0
557220,0,2000.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,183778.0,5,0,0,0,0,24,2,22,0,0,0,33,31,0,1,2,84,1,12
835219,1,0.0,1,16598.0,1,1,1,1,1,1,1,0,1,0,2.0,2347.4,1,461518.0,0,0,1,1,0,29,2,7,2,3,0,36,65,0,1,8,152,1,0
103012,0,2500.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,165157.0,5,0,0,0,0,24,6,22,0,0,0,33,31,0,2,2,95,1,12
413857,0,2500.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,323484.0,5,4,0,0,0,17,4,16,0,0,0,7,106,0,6,2,42,3,3
634056,0,2500.0,1,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,102324.0,2,2,0,0,0,23,1,11,2,0,0,34,66,0,5,2,91,3,3
103691,0,2500.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,116637.0,1,0,0,0,0,24,6,22,0,0,0,33,31,0,0,2,84,1,12
13192,0,0.0,1,0.0,1,1,0,1,1,1,0,0,1,0,2.0,4253.32,1,328179.0,2,2,0,1,0,28,2,11,0,0,0,38,10,0,5,2,139,0,3
448811,0,0.0,1,0.0,1,1,0,1,1,1,0,0,1,0,3.0,892.48,1,259835.0,0,1,0,0,0,48,2,10,0,0,0,39,62,0,2,2,145,2,12
722911,1,2500.0,1,0.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,1,306035.0,5,0,1,0,0,48,2,11,0,0,0,39,110,0,1,3,145,3,0
545145,1,0.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,88392.0,4,0,1,1,0,16,2,17,0,2,0,37,54,0,1,3,152,0,0
386308,0,0.0,1,1200.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,92583.0,0,0,1,1,0,16,2,17,0,2,0,39,54,0,1,3,135,1,0
302650,1,0.0,1,0.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,138021.0,0,0,1,1,0,16,2,17,0,2,0,37,54,0,2,2,135,0,2
512175,0,2500.0,1,1200.0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,1,102375.0,5,0,0,0,0,16,4,17,0,2,0,37,54,0,2,8,131,1,12
517683,0,1930.0,1,3600.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,91298.0,5,3,1,1,0,12,6,11,0,0,0,36,74,0,1,3,109,1,0
581585,0,2500.0,1,4800.0,0,0,0,0,0,1,0,0,1,0,1.0,669.36,0,118300.0,5,4,1,0,0,16,2,17,0,2,16,39,54,4,6,7,135,1,0
424168,0,0.0,1,3590.0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0,41563.0,0,0,1,1,0,29,2,11,0,0,0,38,65,0,4,3,152,1,0
653093,0,2000.0,1,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,80457.0,1,0,0,0,0,24,2,22,0,0,0,1,31,0,0,3,95,2,10
213210,1,0.0,0,1200.0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,65731.0,5,0,1,0,0,16,2,17,1,2,0,38,22,0,1,3,135,0,0
641174,1,1192.0,1,1200.0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,1,95617.0,1,1,1,0,0,48,2,11,0,0,0,38,49,0,0,3,91,0,0
834542,0,2262.0,1,1200.0,0,0,0,0,1,0,0,0,1,1,2.0,138.82,0,152125.0,1,1,0,0,0,16,6,17,0,2,0,38,54,0,0,8,135,2,12
713189,0,1500.0,1,1000.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,54520.0,5,4,0,0,1,29,2,11,0,0,0,36,22,0,6,8,152,1,0
286014,1,656.0,1,6000.0,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0,209604.0,3,0,1,1,0,18,2,2,1,2,0,2,14,0,4,3,149,1,1
768237,1,53.0,1,1200.0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,384770.0,5,0,1,1,0,1,2,4,0,2,1,1,35,1,1,7,140,0,0
