Account,Zip,Hm_Start_Dt,Channel_Type_Cd,Auto_Ship_Ind,Internal_Decor,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,Brand_Rx_Sls_Amt,Gnrc_Rx_Sls_Amt,Os_Gnrc_Rx_Sls_Amt,Otc_Sls_Amt,IS_HID,340B_Active,Profitability,Annual_Dispense_Fee_Total,Macro_PID,Script_Count,Capture_Rate,Specialty_Spend,Specialty_Product_Purchases,Generic,Brand,Generic_Ratio,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Buying_Group_encoded,Chain_Name_encoded,Region_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,3rd_Party_Vendor_encoded,Hospital_Associated_encoded
10491,97463,732524,30,1,1,1724.0,1,822.0,1,1,0,1,736143,1,736528,735464,1,0,0,1,0,4.0,1700.66,0,141319.0,100516.0,2957.0,32033.0,5812.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,37,2,19,0,3,16,17,39,23,1,4,1,7,183,0,18,15
17475,97630,732687,30,1,1,0.0,1,0.0,1,1,0,0,735372,1,720624,735380,1,1,0,0,0,0.0,0.0,0,211381.0,137274.0,6214.0,47510.0,20385.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,37,2,19,0,3,0,17,39,23,1,0,3,3,190,0,18,15
19901,97471,732616,30,0,1,0.0,1,0.0,1,1,0,1,735488,1,720624,736577,1,1,0,0,0,0.0,0.0,1,151490.0,99796.0,3234.0,41504.0,6956.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,37,2,19,0,3,0,17,39,23,1,0,4,2,183,0,18,15
309745,97467,735998,30,0,0,2500.0,1,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,165231.0,109343.0,4224.0,40820.0,10844.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,37,2,19,0,3,0,17,39,23,1,0,1,8,183,3,18,15
652229,97370,734702,30,0,1,0.0,1,340.0,1,0,0,0,735414,1,735654,735451,0,0,0,1,0,1.0,1632.71,0,129169.0,106573.0,9241.0,9881.0,3475.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,37,2,19,0,3,0,17,38,23,1,0,0,8,183,0,18,15
121439,49242,735369,30,1,0,2500.0,1,2415.0,1,1,0,1,735444,1,736577,735540,1,1,0,1,0,2.0,1071.38,0,244046.0,190692.0,3019.0,40564.0,9770.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,22,2,8,1,0,0,10,22,23,2,0,4,2,51,1,18,10
9948,43606,734825,30,1,0,0.0,1,2233.0,1,1,0,0,735520,1,736563,735533,0,0,0,0,0,0.0,0.0,0,141216.0,116999.0,2380.0,17448.0,4389.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,6,16,0,0,0,17,36,40,2,0,1,3,48,1,18,15
13973,48101,735510,30,0,0,2500.0,1,1200.0,0,0,0,0,736228,1,720624,736255,0,0,0,0,0,0.0,0.0,0,223296.0,193039.0,5345.0,19691.0,5222.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,22,6,8,0,0,0,17,36,40,2,0,6,8,6,2,18,15
18052,48033,735206,30,0,0,0.0,1,1200.0,0,0,0,0,735654,1,735942,735673,0,0,0,0,0,0.0,0.0,0,14690.0,5204.0,256.0,8353.0,878.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,22,6,8,0,0,0,17,36,40,2,0,0,8,6,0,18,15
18535,43551,734998,30,0,0,0.0,1,1900.0,1,1,0,1,735521,1,736348,735527,1,0,1,0,0,0.0,0.0,0,66624.0,50395.0,1529.0,12421.0,2278.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,0,16,0,0,0,17,37,23,2,0,1,8,48,1,18,15
19727,43608,734700,30,1,0,0.0,1,1200.0,0,0,0,0,720624,1,736297,735610,0,0,0,1,0,1.0,165.14,0,266927.0,225758.0,3325.0,28150.0,9695.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,6,16,0,0,0,17,36,40,2,0,1,3,48,1,18,15
21755,43605,735389,30,0,0,2500.0,1,0.0,0,0,0,1,735922,1,736591,735424,1,1,0,1,0,1.0,0.0,0,380247.0,336687.0,2705.0,30041.0,10814.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,35,6,16,0,0,0,10,22,23,2,0,2,8,48,3,18,15
22587,48146,736017,30,0,0,2500.0,0,1200.0,0,0,0,0,720624,1,736598,735984,0,0,0,0,0,0.0,0.0,0,145397.0,135808.0,2504.0,5904.0,1180.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,6,8,0,0,0,17,36,40,2,0,6,8,6,2,18,15
23687,48185,736413,30,0,0,2000.0,1,0.0,0,0,0,1,720624,0,720624,735879,1,0,0,0,0,0.0,0.0,0,67005.0,62855.0,318.0,3429.0,403.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,6,8,1,0,0,6,12,23,2,0,6,8,6,3,18,15
52324,48170,735578,30,0,0,2500.0,1,0.0,0,0,0,0,736264,1,720624,736493,0,1,0,1,0,1.0,223.12,0,87080.0,57602.0,3681.0,22185.0,3612.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,6,8,0,0,0,17,37,23,2,0,4,3,6,3,18,15
70723,43528,735053,30,0,0,0.0,1,1200.0,1,0,0,0,735361,1,736409,735374,0,0,0,0,0,0.0,0.0,1,262856.0,227691.0,3680.0,24108.0,7376.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,16,0,0,0,17,36,40,2,0,1,3,48,1,18,15
118541,48164,735334,30,0,0,0.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,19712.0,12829.0,974.0,2676.0,3234.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,1,22,6,8,0,0,0,17,36,40,2,0,4,8,6,0,18,15
121600,49242,735369,30,0,0,2299.0,1,2415.0,1,1,0,1,736210,1,736577,735540,1,1,0,1,0,1.0,500.64,0,215873.0,165529.0,3342.0,42565.0,4437.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0,22,2,8,1,0,0,10,22,23,2,0,2,2,51,1,18,10
121453,48103,733762,30,0,1,1957.0,1,1200.0,0,0,0,1,735495,1,736419,735631,1,1,0,0,0,0.0,0.0,0,75924.0,66829.0,1888.0,5888.0,1319.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,22,2,8,0,0,0,17,36,40,2,0,1,8,6,1,18,15
483587,48130,734875,30,1,0,2500.0,1,1127.0,1,1,0,0,735302,1,736613,735311,1,0,0,1,0,5.0,499.14,1,302746.0,171815.0,15504.0,98590.0,16836.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,22,2,8,0,0,0,17,38,23,2,0,3,3,6,0,10,3
121761,49250,735369,30,1,0,2500.0,1,2415.0,1,1,0,1,735436,1,736577,735540,1,1,0,1,0,2.0,351.26,0,130283.0,104191.0,1269.0,22277.0,2545.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,2,8,1,0,0,10,22,23,2,0,4,2,51,1,18,15
173481,48182,735509,30,0,0,2500.0,1,1900.0,1,1,0,1,720624,1,736348,735527,1,0,1,0,0,0.0,0.0,0,33539.0,13005.0,1467.0,18446.0,620.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,22,6,16,0,0,0,17,37,23,2,0,6,8,6,1,18,15
181954,48195,736608,30,0,0,2500.0,0,0.0,0,0,1,1,720624,1,720624,735534,1,0,0,0,0,0.0,0.0,0,59364.0,50329.0,1097.0,7194.0,744.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,22,6,8,0,0,0,17,36,40,2,0,6,8,6,3,18,15
182853,48183,736048,30,0,0,2000.0,1,0.0,0,0,0,0,736228,1,736590,736240,0,1,0,0,0,0.0,0.0,0,85193.0,64872.0,987.0,18164.0,1171.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,0,0,0,10,22,23,2,0,5,8,6,3,18,15
184322,48192,735607,30,0,0,2500.0,1,1200.0,0,0,0,0,735879,1,736599,735984,0,1,0,0,0,0.0,0.0,1,133102.0,112762.0,2087.0,16270.0,1984.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,0,22,2,8,0,0,0,17,36,40,2,0,4,8,6,1,18,15
186934,43452,735870,30,0,0,2.0,1,1200.0,0,0,0,0,736391,1,720624,735571,0,0,0,0,0,0.0,0.0,0,237864.0,175290.0,3854.0,44876.0,13845.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,35,2,16,0,0,0,1,6,23,2,0,0,8,48,1,18,15
193050,48198,736034,30,0,0,0.0,1,1190.0,1,1,0,0,736201,1,736602,736255,0,1,0,0,0,0.0,0.0,0,124164.0,113294.0,270.0,8339.0,2261.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,2,8,0,0,0,17,36,40,2,0,4,8,6,0,18,15
194254,43452,732684,30,1,1,0.51,1,1130.0,1,1,0,1,735304,1,736402,735317,1,0,0,0,0,0.0,0.0,1,97008.0,70707.0,1319.0,20852.0,4130.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,16,0,0,0,17,37,23,2,0,3,2,48,1,18,15
195163,48166,735510,30,1,0,2500.0,1,1200.0,0,1,0,0,735618,1,720624,736073,0,1,0,0,0,0.0,0.0,1,41598.0,35340.0,1255.0,4110.0,894.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,22,2,8,0,0,0,17,36,40,2,0,0,8,6,1,18,15
217006,48197,735552,30,0,0,0.0,1,1200.0,1,1,0,0,736455,1,736487,736465,0,1,0,0,0,0.0,0.0,1,74347.0,68254.0,99.0,4920.0,1074.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,2,8,0,0,0,17,36,40,2,0,2,8,6,1,18,15
260531,49036,735643,30,0,0,22.0,1,981.0,1,0,0,0,735689,1,736551,735744,0,1,0,0,0,0.0,0.0,0,109012.0,102523.0,640.0,2871.0,2979.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,22,2,8,0,0,0,17,37,23,2,0,5,6,61,2,18,15
313126,43604,735865,30,0,0,2408.0,0,0.0,0,0,0,0,735865,1,736619,735303,1,0,0,0,0,0.0,0.0,1,1088625.0,913325.0,17283.0,122045.0,35971.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,35,2,16,0,0,0,17,38,23,2,0,5,2,48,3,18,15
338065,48127,733854,30,0,1,0.0,1,1200.0,0,0,0,0,735368,1,736462,735380,1,1,0,0,0,0.0,0.0,1,111428.0,74734.0,10468.0,22704.0,3521.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22,2,8,0,0,0,17,38,23,2,0,0,3,6,0,18,15
340002,48223,733829,30,0,1,0.0,1,1200.0,0,0,0,1,735312,1,736354,735331,1,1,0,0,0,0.0,0.0,0,133343.0,105510.0,1272.0,23391.0,3169.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,22,2,8,0,0,0,17,38,23,2,0,1,3,6,1,18,15
341468,48101,736013,30,0,0,2500.0,1,1200.0,0,0,0,0,736075,1,720624,736017,1,1,0,0,0,0.0,0.0,0,94550.0,80546.0,3577.0,8928.0,1498.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,6,8,0,0,0,17,36,40,2,0,2,8,6,1,18,15
414929,43420,735857,30,0,0,2500.0,1,0.0,0,0,0,0,736189,1,736620,735571,0,1,0,1,0,1.0,2124.53,0,187655.0,137000.0,2266.0,42848.0,5541.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,16,0,0,0,1,7,6,2,0,1,3,48,3,18,15
416754,45875,735857,30,1,0,0.0,1,0.0,0,0,0,0,736383,1,720624,735561,0,1,0,1,0,1.0,209.96,0,252337.0,184696.0,1051.0,58600.0,7991.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,16,0,0,0,1,7,6,2,0,3,8,57,3,18,15
419384,45840,735837,30,0,0,1975.0,1,1200.0,0,0,0,0,736377,1,736545,735571,0,1,0,1,0,2.0,373.04,0,86995.0,63921.0,1724.0,19275.0,2075.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,16,0,0,0,1,7,6,2,0,1,8,48,1,18,15
421477,43623,735857,30,0,0,1770.0,1,1200.0,0,0,0,0,720624,0,720624,735571,0,1,0,1,0,3.0,1255.31,0,232702.0,189522.0,2691.0,37743.0,2745.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,35,2,16,0,0,0,1,7,6,2,0,0,3,48,2,18,15
423033,43551,735887,30,0,0,0.0,1,1200.0,0,0,0,0,735949,1,736619,735561,0,1,0,0,0,0.0,0.0,0,115463.0,79762.0,990.0,19993.0,14719.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,16,0,0,0,1,6,23,2,0,3,8,48,2,18,15
428723,43537,735927,30,0,0,0.0,1,726.0,1,1,0,0,736229,1,736410,736233,0,1,0,0,0,0.0,0.0,0,57225.0,45029.0,1710.0,8559.0,1928.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,16,0,0,0,17,36,40,2,0,4,8,48,1,18,15
478764,48195,734617,30,0,1,0.0,1,1200.0,0,0,0,1,735318,1,736621,735317,1,0,0,0,0,0.0,0.0,0,168684.0,144645.0,2366.0,19568.0,2105.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,22,2,8,1,0,0,6,12,23,2,0,2,8,6,0,18,15
479213,48195,734617,30,0,0,0.0,1,1200.0,0,0,0,1,736385,1,736621,735317,1,0,0,1,0,1.0,446.24,0,166016.0,142898.0,983.0,20512.0,1623.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,2,8,1,0,0,6,12,23,2,0,5,8,6,1,18,15
483298,48134,734910,30,0,0,2500.0,1,5928.0,1,0,0,1,735425,1,736624,735451,1,0,0,1,0,2.0,1632.71,0,77947.0,58416.0,1238.0,17011.0,1283.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,22,6,8,1,0,0,10,23,23,2,0,5,8,6,1,18,15
483464,48104,735717,30,0,0,2500.0,1,1200.0,0,0,0,0,736047,1,720624,735813,0,0,0,0,0,0.0,0.0,0,60633.0,49110.0,778.0,6734.0,4012.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,6,8,0,0,0,17,36,40,2,0,6,8,6,1,18,15
359716,48141,733946,30,0,0,0.0,1,1200.0,0,0,0,0,736284,0,720624,720624,1,0,0,0,0,0.0,0.0,0,84212.0,48253.0,4119.0,29281.0,2559.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,22,6,8,0,0,0,17,36,40,8,0,5,8,6,0,18,1
483765,48180,735551,30,0,0,2500.0,1,5928.0,1,0,0,1,720624,1,736624,735451,1,0,0,0,0,0.0,0.0,0,88603.0,69711.0,1850.0,14828.0,2214.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,22,6,8,1,0,0,10,23,23,2,0,6,8,6,2,18,15
484053,43612,735179,30,1,0,70.0,1,2233.0,1,1,0,1,735493,1,736621,735527,1,1,0,1,0,4.0,4991.31,0,358736.0,301100.0,5569.0,39583.0,12484.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,16,0,0,0,17,36,40,2,0,4,2,48,1,18,15
489508,48219,736228,30,0,0,1915.0,1,1200.0,0,0,0,0,720624,1,736609,736208,0,0,0,0,0,0.0,0.0,0,91667.0,74583.0,2518.0,11537.0,3029.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,0,0,0,17,38,23,2,0,5,8,6,2,18,15
489660,48180,733209,30,0,0,0.0,1,856.0,1,0,0,0,735311,1,736572,735317,0,1,0,1,0,1.0,1601.42,1,227725.0,199799.0,2436.0,21172.0,4317.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,22,2,8,0,0,0,17,36,40,2,0,4,2,6,0,18,15
503777,48111,734246,30,1,0,2500.0,0,1200.0,0,0,0,1,736584,1,736174,735519,1,1,0,0,0,0.0,0.0,0,144615.0,110484.0,4374.0,22605.0,7152.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,22,6,8,1,0,0,17,36,40,2,0,4,3,6,0,18,15
630668,43605,736244,30,0,0,0.0,1,1200.0,0,0,0,1,720624,1,720624,736422,1,1,0,1,0,1.0,209.96,0,52575.0,48046.0,1376.0,1246.0,1907.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,35,2,16,0,0,0,17,36,40,2,0,0,3,48,0,18,15
639054,48836,733692,30,0,1,0.0,1,0.0,1,1,0,1,735295,1,736550,735311,1,1,0,0,0,0.0,0.0,1,261608.0,196540.0,6193.0,52038.0,6837.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,22,2,8,0,0,0,10,22,23,2,0,1,8,6,0,18,15
712287,48161,736335,30,0,0,2142.0,1,753.0,1,1,0,0,736376,1,736465,736387,1,0,0,1,0,3.0,618.01,0,272445.0,201991.0,2561.0,61949.0,5943.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,22,2,8,0,0,0,10,22,11,2,0,6,2,6,0,18,15
712288,48162,736370,30,0,0,745.0,0,1200.0,0,0,0,0,736566,0,720624,720624,1,0,0,1,0,1.0,1952.37,0,252349.0,196336.0,5272.0,47919.0,2822.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,1,22,2,8,0,0,0,10,22,11,2,0,6,2,6,1,18,15
714538,48192,736584,30,0,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,49403.0,36586.0,1041.0,11363.0,413.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,1,22,6,8,0,0,0,10,22,23,2,0,6,8,6,3,18,15
725557,48111,736595,30,0,0,2500.0,0,1400.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,62281.0,34113.0,2515.0,21598.0,4054.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,1,22,2,8,1,0,0,17,36,40,2,0,6,8,6,3,18,15
824980,48126,733762,30,0,0,2500.0,0,0.0,0,0,0,0,735493,1,736174,735519,1,0,0,0,0,0.0,0.0,0,145768.0,113262.0,5373.0,24091.0,3042.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,1,0,0,17,36,40,2,0,5,8,6,3,18,15
834264,48180,733478,30,1,1,0.0,1,1190.0,1,1,0,1,735299,1,736594,735311,1,1,0,0,0,0.0,0.0,1,180950.0,164998.0,2923.0,8139.0,4890.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,22,2,8,0,0,0,17,36,40,2,0,4,6,6,0,18,15
837718,48146,735844,30,0,0,2500.0,1,334.0,1,0,0,0,736048,1,736623,735849,0,0,0,0,0,0.0,0.0,0,459025.0,367995.0,5736.0,74006.0,11289.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,22,6,8,0,0,0,17,36,40,2,0,6,2,6,1,18,15
861806,48180,735339,30,1,0,2048.0,1,1200.0,0,0,0,0,720624,1,736193,735800,0,1,0,0,0,0.0,0.0,0,160604.0,132427.0,969.0,23987.0,3222.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,6,8,0,0,0,17,36,40,2,0,2,2,6,0,18,15
889624,48193,733721,30,0,0,2500.0,0,1200.0,0,0,0,0,735613,1,736579,736129,1,0,0,1,0,1.0,419.44,0,98530.0,83228.0,2718.0,11242.0,1342.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,22,6,8,0,0,0,17,36,40,2,0,5,8,6,1,18,15
923034,48105,734455,30,0,0,0.0,1,1200.0,0,0,0,1,735442,1,735659,735465,1,1,0,0,0,0.0,0.0,1,17157.0,10121.0,83.0,5879.0,1074.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,22,6,8,0,0,0,17,36,40,2,0,4,8,6,1,18,15
36954,44408,733941,30,0,0,1862.0,1,1200.0,0,0,0,1,735285,1,736588,735303,1,1,0,1,0,2.0,273.21,0,199267.0,143135.0,3737.0,43457.0,8938.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,25,0,1,0,17,37,23,3,0,0,3,37,1,18,15
46920,44446,732848,30,0,1,0.0,1,868.0,1,1,0,0,735499,1,736528,735512,1,1,0,0,0,0.0,0.0,0,150730.0,105443.0,7613.0,28159.0,9516.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,25,0,1,0,17,37,23,3,0,2,3,37,1,18,15
410092,58503,732524,30,0,1,0.0,1,0.0,1,1,0,1,735305,1,736625,735311,1,0,0,1,0,1.0,374.42,1,988589.0,745764.0,17867.0,195198.0,29760.0,1,1,2207230.0,557555.56,13015.0,151000.0,0.16262832883056735,0.0,0.0,10520.0,6869.0,0.6049801598711829,2,2,0,0,28,2,11,0,0,0,17,38,23,10,0,5,2,139,0,6,3
216252,15066,732586,30,1,1,0.0,1,702.0,1,1,0,1,735304,1,736605,735295,1,1,0,1,0,1.0,69.03,1,452055.0,325929.0,7526.0,102131.0,16470.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,38,2,25,1,1,0,17,36,23,3,0,4,3,9,0,18,15
223917,15131,733842,30,1,0,2500.0,1,1200.0,0,0,0,0,735407,1,736564,735417,1,1,0,0,0,0.0,0.0,0,168121.0,109128.0,7395.0,36432.0,15167.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,38,6,25,0,1,0,17,37,23,3,0,3,3,9,1,18,15
282764,44442,734073,30,0,1,0.0,1,1104.0,1,1,0,0,735285,1,736592,735303,1,1,0,0,0,0.0,0.0,1,130982.0,85537.0,4496.0,32260.0,8689.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,35,2,25,0,1,0,17,36,23,3,0,0,8,37,0,18,15
321498,43913,735831,30,0,0,1002.0,1,0.0,0,0,0,0,720624,1,736377,735571,0,1,0,0,0,0.0,0.0,0,27582.0,18954.0,546.0,6099.0,1984.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,35,2,25,0,1,0,1,6,23,3,0,3,3,53,3,18,15
424643,44460,735870,30,0,0,2239.0,1,1200.0,0,1,0,0,720624,0,736352,735571,0,0,0,0,0,0.0,0.0,1,30557.0,20409.0,847.0,6975.0,2327.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,35,2,25,0,1,0,1,6,23,3,0,4,8,37,1,18,15
461108,26386,733707,30,0,1,486.0,1,1200.0,0,1,0,0,720624,0,720624,735466,1,1,0,0,0,0.0,0.0,1,141638.0,111090.0,3496.0,20037.0,7015.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,49,6,25,0,1,6,10,22,23,3,4,2,7,80,2,18,15
34760,58249,732677,30,1,1,0.0,1,0.0,1,1,0,1,735309,1,736506,735317,1,1,0,0,0,0.0,0.0,1,120763.0,61357.0,3790.0,41774.0,13842.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,28,2,11,0,0,4,17,38,23,10,4,1,2,153,1,18,0
492421,16112,732646,30,0,1,0.0,1,1200.0,0,1,0,1,720624,1,736588,735303,1,1,0,0,0,0.0,0.0,0,102647.0,74959.0,2649.0,18198.0,6842.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,38,2,25,0,1,0,17,37,23,3,0,0,5,9,0,18,15
53058,58523,736480,30,0,0,2500.0,0,1000.0,0,0,1,0,720624,0,720624,720624,0,0,0,0,0,0.0,0.0,0,203129.0,133180.0,13238.0,36592.0,20119.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,1,28,2,11,0,0,9,17,38,23,10,4,6,7,139,1,18,1
