Account,Hospital_Associated_encoded,Tot_Sls_Amt,Msa_Dma_encoded,Salesperson_encoded,ST_encoded,Chain_Name_encoded,LMS_Available_Matching_Funds
600106,15,334664.0,144,66,48,38,1173.0
725449,15,20288.0,154,18,12,16,400.0
416595,15,90630.0,40,105,9,12,0.0
767999,15,280298.0,102,38,1,1,1200.0
316502,15,133424.0,185,27,4,36,1200.0
762501,15,276949.0,102,38,1,1,1200.0
783261,15,297150.0,104,101,14,1,3600.0
864287,15,15875.0,2,122,31,21,1200.0
294664,1,158590.0,138,89,9,2,3315.0
766255,15,322798.0,138,98,1,1,1200.0
725235,15,0.0,97,71,43,1,1400.0
503608,15,371361.0,167,82,26,36,0.0
681125,15,197297.0,18,25,27,11,1200.0
185170,15,208479.0,42,109,17,38,2056.0
419116,2,150701.0,119,78,17,7,4800.0
429905,15,584.0,40,105,9,1,0.0
557549,15,-638344.0,40,105,9,12,1200.0
574373,15,89186.0,187,47,4,37,1200.0
550839,15,142265.0,2,92,34,20,0.0
880233,15,46486.0,185,27,4,36,0.0
7347,15,103832.0,102,38,1,2,0.0
646430,1,151244.0,166,122,26,56,0.0
376529,15,478563.0,5,26,38,40,1200.0
229113,15,120680.0,131,6,36,34,6000.0
62703,15,189485.0,109,74,12,38,1200.0
487225,15,150034.0,60,94,10,2,1200.0
481658,15,218442.0,95,41,24,34,1200.0
419484,15,683313.0,97,71,43,1,1200.0
774227,15,36763.0,40,105,9,1,180.0
214511,15,197896.0,102,38,1,1,650.0
649701,15,24366.0,35,116,9,1,1200.0
314736,15,57051.0,6,61,22,23,5928.0
235066,15,183537.0,25,51,10,2,1200.0
342987,15,172617.0,6,119,22,22,0.0
99564,15,195100.0,107,15,43,39,4800.0
422283,15,542838.0,42,75,17,7,1200.0
801395,1,87954.0,104,41,24,1,1200.0
978301,15,158637.0,2,11,34,26,600.0
767373,15,397710.0,102,23,1,2,0.0
18848,15,180462.0,25,107,10,2,0.0
972168,15,306601.0,6,119,22,36,1200.0
78855,15,17538.0,94,7,43,1,0.0
557944,15,219994.0,61,108,22,38,1000.0
25136,15,270381.0,6,8,22,36,0.0
880403,15,1044741.0,61,20,22,34,0.0
160270,15,99605.0,2,11,34,24,1200.0
43083,0,161102.0,200,30,47,39,1200.0
548873,15,32794.0,2,48,34,21,1200.0
3244,1,389180.0,174,114,41,36,3600.0
686642,15,117156.0,36,72,35,1,2553.0
39449,15,404973.0,30,96,15,22,1133.0
766187,15,223849.0,23,13,1,2,1200.0
867972,15,140241.0,2,111,34,20,1190.0
175069,15,83842.0,135,54,16,38,1200.0
890890,15,288040.0,185,39,4,36,0.0
198097,15,206436.0,62,75,35,7,0.0
182022,15,462142.0,144,66,48,38,0.0
647036,15,88744.0,30,109,17,7,300.0
574406,16,354773.0,135,54,16,39,1190.0
125891,15,522559.0,65,25,27,2,749.0
692295,15,246954.0,42,109,17,1,1200.0
646821,15,79405.0,142,37,2,2,0.0
275375,15,197723.0,25,93,10,37,1101.0
638336,15,23984.0,2,111,34,20,2200.0
770150,15,39259.0,5,103,8,23,1200.0
87510,3,88643.0,5,52,38,37,1128.0
764636,15,206430.0,102,38,1,1,0.0
267103,1,186137.0,112,91,25,2,1200.0
630536,15,-587.0,187,69,4,36,0.0
179914,15,119216.0,29,122,9,12,0.0
768815,1,468320.0,140,23,1,1,1200.0
738559,15,62150.0,41,108,22,37,0.0
557225,0,122957.0,176,82,26,34,1200.0
897228,2,162045.0,67,12,40,11,1200.0
918038,1,482828.0,86,13,1,2,1200.0
292088,15,45207.0,150,101,14,39,0.0
802934,15,236915.0,9,53,38,39,1176.0
624115,15,158326.0,187,69,4,36,1200.0
521301,15,388106.0,159,24,11,36,7575.0
529103,15,88235.0,9,53,38,35,6000.0
618879,15,142973.0,87,41,24,2,10194.0
89508,15,94692.0,5,52,38,33,0.0
187681,15,501456.0,115,68,18,2,0.0
559775,1,110325.0,8,12,40,1,699.0
284306,15,62959.0,40,105,9,37,0.0
282442,15,157543.0,9,53,38,37,1200.0
759038,15,220184.0,140,23,1,2,1200.0
667311,15,156131.0,100,87,36,34,1180.0
760817,15,24697.0,186,4,4,34,400.0
782741,15,270393.0,102,99,1,1,2400.0
458236,15,212573.0,126,37,42,1,1200.0
226485,15,274446.0,177,79,44,39,1200.0
918783,15,98290.0,2,111,34,21,1200.0
600395,15,259577.0,91,49,48,38,4896.0
2485,15,504087.0,151,64,25,39,1200.0
84721,15,271.0,6,8,22,36,1200.0
477710,15,202322.0,6,8,22,22,0.0
59709,15,159264.0,7,63,19,37,400.0
199649,15,209873.0,107,15,43,1,1200.0
278019,15,16667.0,2,122,31,36,0.0
287393,15,6677121.0,12,100,45,16,0.0
515842,15,211822.0,29,58,9,1,1200.0
824511,15,169797.0,142,28,2,2,1200.0
528723,15,631076.0,6,20,22,27,1200.0
310341,15,157563.0,102,77,1,1,1200.0
653098,15,126532.0,102,99,1,1,1013.0
614830,15,10992.0,61,108,22,38,3215.0
772300,15,51237.0,185,120,4,37,0.0
743520,15,105667.0,2,92,34,21,1200.0
30305,15,433094.0,60,94,10,1,1200.0
70316,15,318584.0,112,37,2,1,1200.0
279364,15,91683.0,17,113,38,38,1200.0
766748,15,44018.0,138,98,1,1,0.0
188562,15,52610.0,12,103,20,23,1128.0
188240,15,188167.0,12,100,20,22,0.0
803104,15,8297.0,185,39,4,36,0.0
422122,15,257178.0,16,75,17,7,1040.0
712286,15,49295.0,185,39,4,36,1200.0
89201,15,63374.0,29,32,9,38,0.0
178792,15,139549.0,12,36,20,27,5461.0
768013,15,0.0,32,73,42,1,0.0
714284,15,43806.0,185,39,4,36,0.0
308451,15,198564.0,61,108,22,38,0.0
507843,15,198594.0,2,19,31,20,7.0
712510,15,10785.0,119,78,17,7,655.0
769568,15,2248.0,177,90,50,37,1400.0
296317,1,241440.0,11,70,35,34,10800.0
763742,15,258910.0,25,23,1,1,1200.0
157532,15,21400.0,82,88,14,38,0.0
611441,15,67331.0,106,40,43,38,315.0
77378,15,143541.0,65,12,40,2,3590.0
930761,15,83436.0,122,45,12,38,2125.0
543606,15,36766.0,97,71,43,1,0.0
59958,15,146104.0,151,64,25,2,1200.0
304555,15,158845.0,7,5,30,34,1111.0
506906,15,60163.0,185,39,4,36,0.0
638614,15,196283.0,26,44,10,2,1200.0
350815,15,45357.0,2,111,34,20,0.0
754955,15,697399.0,185,4,4,36,1200.0
417400,15,8476.0,40,116,9,1,0.0
767815,15,145415.0,185,118,4,36,400.0
524009,15,155249.0,56,73,42,2,1200.0
417776,15,85851.0,29,32,9,1,0.0
482362,15,17814.0,6,119,22,36,1200.0
746528,15,85202.0,49,32,9,0,1200.0
87742,3,167385.0,106,40,43,38,0.0
86945,15,72255.0,185,27,4,36,1200.0
441200,3,423097.0,19,25,27,11,1190.0
191045,15,73127.0,71,93,10,2,1039.0
248885,15,74928.0,118,60,14,37,0.0
501609,15,77458.0,13,103,20,23,1200.0
474076,15,55457.0,35,116,9,23,1200.0
445788,15,222580.0,97,95,43,39,594.0
489615,15,130572.0,72,103,20,27,612.0
724609,15,160769.0,37,70,35,37,1200.0
2352,15,199421.0,200,30,47,38,1200.0
70751,15,153501.0,107,15,43,1,4800.0
321874,15,137792.0,185,27,4,36,1200.0
191782,15,126682.0,191,83,47,39,1200.0
632661,15,374324.0,157,65,29,36,0.0
783807,15,115477.0,137,45,12,1,1200.0
760863,15,134440.0,87,101,14,34,759.0
728949,15,191579.0,11,70,35,34,0.0
236756,15,206501.0,43,72,35,1,139.0
920444,15,64497.0,2,29,31,36,1200.0
50029,15,66990.0,108,57,43,1,1200.0
275053,15,173232.0,90,71,43,51,1190.0
557830,15,701.0,118,60,14,38,7400.0
189206,15,78193.0,173,82,26,54,0.0
606197,0,144083.0,135,54,16,37,1200.0
471889,15,48989.0,40,105,9,37,652.0
909916,15,57806.0,29,58,9,37,0.0
176750,12,107253.0,100,87,36,39,1200.0
568953,15,197349.0,41,49,22,39,2399.0
557977,15,831777.0,193,102,4,36,0.0
570724,15,120875.0,6,20,22,27,0.0
177828,15,54210.0,138,98,1,1,1200.0
582492,15,65335.0,11,70,35,37,1200.0
746456,15,79635.0,143,98,1,1,628.0
393113,15,33760.0,6,61,22,22,600.0
384092,15,272344.0,16,96,35,7,0.0
93617,15,266432.0,25,107,10,39,2400.0
554311,15,129333.0,60,89,9,37,1200.0
763264,15,99117.0,29,32,9,1,1200.0
175127,15,4596.0,133,60,14,38,7400.0
81089,15,126806.0,29,32,9,1,1200.0
415039,15,17457.0,49,32,9,1,1000.0
4229,15,170940.0,146,71,43,37,1200.0
714120,15,28202.0,82,88,14,37,400.0
66215,15,141381.0,65,51,40,0,1200.0
321498,15,27582.0,53,3,35,6,0.0
73000,15,148475.0,26,94,10,1,1200.0
35089,3,318004.0,9,53,38,39,2226.0
292893,15,101827.0,6,119,22,36,1200.0
997552,15,137591.0,185,120,4,36,0.0
623732,15,44290.0,187,69,4,36,800.0
173642,1,429590.0,13,36,20,27,0.0
247034,15,466351.0,26,44,10,2,1200.0
547835,15,131166.0,163,55,5,39,1000.0
495125,0,88039.0,153,10,28,38,0.0
2699,15,470450.0,116,68,18,1,1200.0
523357,15,303607.0,140,77,1,1,0.0
79982,15,114479.0,97,71,43,1,1200.0
126421,15,236948.0,88,34,14,51,0.0
20548,3,299931.0,142,104,2,1,1200.0
37067,15,252851.0,67,12,40,2,1200.0
414339,3,194156.0,42,75,17,7,1058.0
829902,15,105769.0,90,104,2,1,1200.0
715940,15,14913.0,185,4,4,37,90.0
801898,0,264411.0,104,101,14,1,1200.0
760990,15,435153.0,102,38,1,1,0.0
53595,15,154240.0,87,41,24,39,1190.0
157810,15,125363.0,185,97,4,36,400.0
821852,15,105241.0,132,91,25,1,1200.0
638392,3,61364.0,95,41,24,23,1200.0
915709,15,66080.0,107,15,43,37,0.0
225835,15,249947.0,96,44,18,1,0.0
261366,15,50694.0,185,118,4,36,0.0
290842,15,172782.0,12,103,20,27,1200.0
596833,15,265743.0,147,98,25,38,0.0
206004,15,82609.0,6,8,22,36,1200.0
362286,15,193993.0,65,73,27,1,1128.0
291042,15,312546.0,26,44,10,2,1200.0
638322,15,108414.0,106,40,36,34,1200.0
370456,15,61038.0,122,65,29,36,1908.0
158561,15,98926.0,2,19,34,37,1190.0
649508,15,5000.0,131,6,36,34,0.0
647138,15,20185.0,197,69,4,52,1200.0
484290,3,236486.0,9,53,38,39,900.0
898063,15,188705.0,12,103,20,27,0.0
74816,0,65016.0,185,27,4,37,1200.0
375991,3,307525.0,87,101,14,23,1003.0
422229,3,270097.0,42,75,17,7,724.0
985731,15,137373.0,187,69,4,36,734.0
621168,15,193689.0,183,67,37,39,170.0
417239,15,42277.0,35,116,9,23,0.0
343047,1,225563.0,100,87,36,34,0.0
590125,0,417384.0,152,65,29,36,16598.0
764397,15,63431.0,60,89,9,1,0.0
716664,15,32530.0,113,15,43,37,0.0
213464,15,87707.0,191,17,47,38,1180.0
763617,1,202990.0,112,91,25,1,1125.0
417132,15,219102.0,35,116,9,12,0.0
623854,1,118618.0,62,112,49,1,0.0
649378,15,194719.0,195,117,33,36,1200.0
818079,15,139182.0,18,25,27,11,1138.0
622895,15,777655.0,2,111,34,46,400.0
59228,15,66175.0,2,29,31,20,1200.0
963479,1,459594.0,22,11,39,9,0.0
760703,4,186365.0,164,55,5,37,0.0
347772,15,179926.0,193,102,4,36,1200.0
557012,15,82652.0,102,38,1,1,1000.0
963082,15,218399.0,5,52,38,37,0.0
306795,15,172302.0,25,107,10,39,2400.0
331995,15,325.0,94,7,43,1,1200.0
761323,15,331671.0,140,35,1,1,0.0
574695,1,99127.0,138,89,9,2,3315.0
347611,15,170538.0,185,4,4,36,0.0
65792,15,155611.0,9,53,38,39,1200.0
715356,15,85834.0,42,109,17,7,1000.0
13535,15,190612.0,90,71,43,2,1195.0
547516,15,346718.0,153,10,28,38,1200.0
259647,15,165871.0,25,93,10,37,1200.0
557889,15,148501.0,2,111,34,20,200.0
216362,15,140335.0,133,88,14,2,8600.0
731900,15,73979.0,104,101,14,6,661.0
213706,15,118048.0,21,51,40,1,0.0
327539,15,19865.0,182,27,4,38,1190.0
503777,15,144615.0,6,2,22,36,1200.0
839028,15,287648.0,61,108,22,36,1200.0
614786,15,152386.0,94,7,43,37,0.0
248423,15,316532.0,185,97,4,39,1200.0
588245,15,416960.0,120,56,36,1,0.0
267911,15,294004.0,21,51,10,2,0.0
856151,15,158842.0,91,66,23,38,1200.0
93609,15,59846.0,155,28,2,37,1200.0
931117,15,512816.0,34,111,6,34,1200.0
509509,1,250889.0,2,11,34,26,0.0
414556,15,53934.0,29,58,9,1,0.0
762859,15,501567.0,102,38,1,1,1200.0
454,15,74170.0,20,12,40,2,0.0
45310,1,300947.0,191,17,47,39,60.0
666522,15,76897.0,29,58,9,1,0.0
346293,15,10901.0,30,109,17,6,0.0
638689,15,350488.0,104,101,14,1,223.0
94714,15,143375.0,37,70,35,38,1200.0
772630,15,88147.0,120,56,36,39,1200.0
158788,15,23469.0,2,19,31,20,1200.0
587001,15,215426.0,6,8,22,36,1200.0
803309,15,117821.0,42,106,17,38,1200.0
712549,15,115511.0,132,38,1,1,1000.0
628625,15,86400.0,2,92,34,21,1190.0
243335,15,51962.0,94,7,43,1,0.0
73367,15,112399.0,185,102,4,39,1200.0
36954,15,199267.0,37,3,35,37,1200.0
51048,15,1032608.0,165,50,3,36,0.0
413803,15,204051.0,42,106,17,6,0.0
948021,15,123542.0,26,44,10,2,1200.0
268220,15,75390.0,152,65,29,36,0.0
192265,15,153697.0,87,101,14,2,1200.0
982023,15,104126.0,76,108,15,36,1190.0
413496,0,132672.0,135,54,16,39,4800.0
322142,15,225113.0,34,111,6,37,1113.0
178204,2,625718.0,185,4,4,36,1200.0
347580,3,237542.0,26,94,10,2,785.0
516519,15,218598.0,94,81,43,38,1200.0
552331,15,220980.0,8,94,10,2,1200.0
190655,15,93929.0,185,97,4,36,1165.0
142900,15,785613.0,87,101,24,33,1200.0
557838,15,51204.0,143,13,1,1,1007.0
515429,15,340773.0,142,28,2,2,1200.0
788359,15,241568.0,5,26,38,20,1200.0
414768,15,214204.0,62,75,17,7,0.0
16550,15,177034.0,191,17,47,39,1200.0
712722,15,15218.0,183,67,37,39,0.0
250205,15,212581.0,193,102,4,36,0.0
714052,15,101952.0,71,73,42,2,483.0
889541,15,242408.0,140,35,1,2,771.0
254498,15,381348.0,113,15,43,25,1200.0
19069,15,54635.0,102,77,1,1,2400.0
91192,15,345467.0,136,18,12,39,1119.0
332139,15,29846.0,25,107,10,1,1200.0
674509,15,151118.0,35,116,9,1,0.0
834438,15,118323.0,126,21,42,1,1200.0
649543,15,36483.0,42,75,17,6,0.0
768540,15,290908.0,102,38,1,1,0.0
414285,15,189536.0,30,109,17,6,4524.0
713414,15,258348.0,2,19,34,21,200.0
5624,15,82127.0,90,68,18,12,0.0
711550,15,157394.0,94,15,43,39,1200.0
177645,15,444573.0,94,122,43,1,1200.0
733301,15,280095.0,82,34,14,37,600.0
763450,15,487747.0,102,23,1,1,1200.0
902919,15,203019.0,25,93,10,1,0.0
487978,15,77630.0,12,121,20,27,1200.0
754126,15,116149.0,104,78,17,1,0.0
282648,15,210098.0,6,8,22,36,1200.0
242691,15,125328.0,94,7,43,37,588.0
337784,15,113839.0,57,72,35,33,1037.0
32505,15,110615.0,67,12,40,1,400.0
757418,1,99193.0,12,46,49,22,2400.0
503280,15,62775.0,2,19,34,19,1200.0
414659,15,429324.0,104,78,17,4,1200.0
785369,15,247041.0,136,45,12,1,1200.0
327165,15,90721.0,97,71,43,1,1200.0
571501,2,81521.0,118,60,14,22,0.0
649602,1,12501.0,177,90,13,37,4800.0
274467,15,157812.0,42,75,17,7,0.0
477063,15,124543.0,6,119,22,37,1200.0
238862,15,23617.0,93,62,48,38,1200.0
767853,15,0.0,29,32,9,1,0.0
473316,15,219671.0,49,32,9,1,0.0
278746,15,41685.0,6,119,22,22,1200.0
204475,15,135436.0,26,94,10,2,1200.0
37517,2,281108.0,42,75,17,22,1200.0
968805,15,148725.0,150,60,24,38,20164.0
431508,15,154690.0,84,31,24,39,3576.0
903560,15,205027.0,56,73,42,1,721.0
740122,15,416205.0,87,101,24,38,0.0
775964,15,82078.0,82,88,14,37,1200.0
765046,15,187391.0,23,44,1,2,1200.0
554244,15,54692.0,2,29,31,26,1200.0
480281,15,307580.0,6,20,22,27,1200.0
263568,15,279543.0,120,6,36,34,0.0
766596,15,147741.0,102,38,1,1,150.0
456518,15,241222.0,107,15,43,39,1200.0
781449,15,363331.0,13,36,20,27,400.0
338672,15,147158.0,60,89,9,1,1200.0
683217,15,30650.0,97,71,43,1,0.0
760784,15,284732.0,2,19,34,21,400.0
746314,15,112569.0,1,5,21,31,0.0
426845,15,162278.0,119,78,17,7,1184.0
405820,15,513721.0,65,51,40,11,1190.0
534756,15,54393.0,35,116,9,1,1200.0
614349,15,725838.0,185,39,4,33,0.0
903520,15,245711.0,56,73,42,2,1200.0
210328,0,260552.0,104,78,17,39,1998.0
746189,15,83282.0,2,111,31,0,1200.0
569006,15,141090.0,41,49,22,39,2399.0
691973,15,246693.0,32,73,42,1,1200.0
63769,15,198638.0,140,23,1,1,1200.0
242369,15,129117.0,113,15,43,1,0.0
129813,1,228295.0,197,85,4,39,2400.0
422336,15,327650.0,42,75,17,7,994.0
715407,15,6168.0,25,93,10,1,333.0
514745,1,185234.0,130,6,36,39,400.0
246068,15,136612.0,4,93,10,2,1200.0
279008,15,281850.0,187,47,4,39,1200.0
415218,15,410071.0,159,24,11,36,7575.0
42598,15,310341.0,22,11,39,37,400.0
531385,15,236213.0,2,84,34,20,0.0
325229,15,106931.0,35,116,9,23,0.0
701943,15,108864.0,128,95,43,38,200.0
33886,10,178024.0,15,113,34,37,1190.0
428990,15,73116.0,124,71,43,38,1200.0
526833,15,189625.0,18,25,40,1,968.0
985571,1,204665.0,199,42,4,50,0.0
453678,15,231568.0,135,54,16,37,999.0
77727,15,152711.0,41,108,22,37,424.0
258358,15,76399.0,25,44,10,2,1200.0
338189,15,155835.0,35,116,9,23,0.0
537844,15,345137.0,2,16,34,20,0.0
9782,15,284044.0,145,110,48,38,1000.0
60555,15,82219.0,12,100,45,22,1200.0
828313,15,156849.0,25,44,10,1,0.0
787876,15,99680.0,6,8,22,36,0.0
268742,15,233899.0,12,100,20,22,1200.0
14312,15,129048.0,163,86,5,37,1200.0
623880,15,72474.0,6,8,22,36,0.0
887777,15,81117.0,143,13,1,2,0.0
190923,15,107257.0,2,19,31,26,0.0
817610,15,94576.0,167,82,26,39,1200.0
863518,15,124641.0,29,32,9,1,1200.0
854713,0,199371.0,63,113,38,37,5383.0
241182,15,341685.0,164,55,5,37,1200.0
760908,1,64423.0,134,49,23,37,0.0
11462,15,234518.0,97,71,43,1,1200.0
142992,15,272018.0,104,37,42,1,1200.0
770846,15,108582.0,25,23,1,1,1200.0
417668,15,172652.0,104,78,17,39,1998.0
505591,15,204724.0,152,22,29,36,0.0
458834,15,9798.0,5,26,38,37,1076.0
623772,15,19109.0,49,32,9,36,1000.0
829445,15,138783.0,185,97,4,36,1200.0
419768,15,138625.0,132,91,25,1,1200.0
773544,15,648279.0,140,23,1,2,1200.0
142022,15,136788.0,97,71,43,1,0.0
461080,1,77857.0,101,68,18,1,0.0
270501,15,190954.0,185,120,4,36,0.0
173716,1,209586.0,155,37,2,1,625.0
903082,15,241076.0,26,94,10,1,1011.0
558208,15,241529.0,108,57,43,1,1200.0
914666,15,160717.0,108,57,43,37,0.0
282374,15,25613.0,6,61,22,22,400.0
774910,15,169043.0,82,88,14,38,1200.0
773765,15,260675.0,102,99,1,1,0.0
414663,15,204048.0,60,89,9,37,1200.0
11353,15,588364.0,187,69,4,36,1200.0
647124,15,11460.0,126,109,42,6,1190.0
624036,1,274674.0,30,96,15,39,1200.0
574430,15,68360.0,135,54,16,37,1185.0
124860,15,49145.0,40,105,9,1,1200.0
489910,15,36060.0,22,11,39,37,1190.0
187570,15,236771.0,2,92,34,21,1200.0
536641,15,211747.0,34,111,6,34,2036.0
762220,15,150456.0,102,99,1,1,1200.0
32813,15,213043.0,39,43,34,37,1200.0
62159,15,19564.0,102,35,1,1,1057.0
17246,1,82133.0,7,63,19,36,0.0
102030,15,245297.0,119,101,14,1,1200.0
764920,15,13418.0,29,32,9,1,1166.0
614878,15,26988.0,177,79,44,37,859.0
86749,15,121708.0,142,37,2,2,1200.0
154123,0,44975.0,163,86,5,37,1200.0
712226,15,407169.0,97,71,43,1,1200.0
812768,15,253046.0,82,34,14,38,780.0
64442,15,84158.0,49,32,9,39,0.0
11824,15,147181.0,102,77,1,1,799.0
332395,15,111650.0,7,63,19,37,3600.0
848079,15,394126.0,118,60,14,38,20164.0
686255,0,56912.0,109,74,12,38,975.0
238557,15,82380.0,185,118,4,36,1200.0
956137,15,156613.0,198,69,4,39,1200.0
308135,15,99597.0,12,121,20,22,1200.0
664664,15,83572.0,173,82,26,38,1200.0
338489,15,114172.0,120,6,36,34,1200.0
638484,15,222340.0,6,119,22,36,11392.0
223742,15,68989.0,20,12,40,1,600.0
767722,15,89409.0,102,23,1,2,950.0
282404,15,585322.0,185,118,4,37,0.0
426468,15,42547.0,37,70,35,6,1200.0
418741,15,113217.0,58,112,49,6,1200.0
9948,15,141216.0,48,2,35,36,2233.0
13434,15,107964.0,132,38,1,1,1200.0
206788,1,215174.0,12,121,20,22,0.0
28879,15,217713.0,49,32,9,1,1000.0
2484,11,1549105.0,94,122,43,1,0.0
161030,15,184165.0,93,34,48,36,0.0
836835,15,352769.0,102,77,1,1,1200.0
502016,1,146356.0,47,12,40,1,646.0
1519,15,1551958.0,2,92,34,14,960.0
73214,15,34350.0,117,64,25,1,1200.0
170744,0,154348.0,103,31,24,36,900.0
62809,15,121030.0,12,100,20,27,0.0
290156,2,102245.0,119,78,17,7,1084.0
377377,15,214807.0,130,104,2,1,1200.0
327348,15,28178.0,40,116,9,1,400.0
246792,15,258754.0,156,78,17,7,2400.0
133377,15,55098.0,12,100,45,2,1048.0
253544,15,82739.0,165,50,3,39,400.0
531673,15,231550.0,191,17,47,38,628.0
182068,15,5167.0,30,109,15,22,0.0
628048,15,232478.0,30,109,17,22,1017.0
774268,15,0.0,5,26,38,34,0.0
259069,15,370420.0,91,49,23,38,0.0
234441,15,7368.0,40,105,9,37,1200.0
402130,15,193411.0,15,113,34,37,475.0
417883,15,88657.0,29,58,9,1,1200.0
418204,15,104149.0,62,75,17,7,1200.0
27198,15,141069.0,185,97,4,52,1200.0
84002,15,125398.0,31,44,10,2,1200.0
835661,15,250340.0,129,62,48,38,1200.0
712441,15,2480.0,6,8,22,37,0.0
295745,1,132732.0,77,89,9,0,744.0
999414,15,236894.0,185,39,4,36,0.0
774312,15,0.0,175,59,32,1,0.0
763753,15,207433.0,23,13,1,1,0.0
302574,15,429973.0,93,34,48,36,7529.0
285944,15,17277.0,2,92,34,20,1200.0
106727,15,370509.0,149,68,18,37,901.0
540468,15,225858.0,66,46,45,39,1200.0
330568,1,501346.0,138,44,1,2,329.0
216119,15,607318.0,87,101,24,38,1200.0
245289,15,240040.0,34,11,6,37,1200.0
353456,3,280510.0,86,13,1,1,1200.0
713297,15,164932.0,139,10,28,38,1000.0
117890,1,410764.0,96,14,18,2,1190.0
285622,15,285607.0,2,84,34,25,1200.0
158132,15,58173.0,185,39,4,36,0.0
377446,15,41394.0,188,115,47,39,1200.0
557979,15,62487.0,36,72,35,7,1200.0
311357,15,352036.0,87,101,24,38,1200.0
348327,15,137686.0,159,24,11,38,600.0
171579,12,159958.0,121,40,43,38,1200.0
766587,15,110520.0,102,35,1,1,1200.0
623909,15,232422.0,15,113,34,36,1200.0
623787,15,177977.0,40,105,9,1,0.0
1933,0,89841.0,200,115,13,37,1200.0
300406,15,46414.0,177,122,44,56,1200.0
474570,15,488498.0,96,14,18,1,0.0
203943,1,174395.0,174,114,41,36,3600.0
417613,15,401562.0,30,109,17,7,2400.0
306274,0,242979.0,109,74,12,38,1200.0
646984,15,549085.0,140,77,1,2,0.0
751703,1,191564.0,71,93,10,1,0.0
39717,15,141151.0,16,96,15,27,0.0
180378,15,288852.0,56,73,42,6,1190.0
713194,15,127370.0,19,25,27,12,956.0
638273,15,39754.0,112,28,2,12,1200.0
46083,15,141476.0,97,71,43,25,1200.0
2683,15,38232.0,185,102,4,39,0.0
358392,15,148318.0,84,60,24,38,20164.0
496084,15,153710.0,181,59,32,39,431.0
572672,15,350858.0,13,100,20,20,1200.0
459907,15,142653.0,2,52,34,21,0.0
470117,15,60310.0,163,55,5,37,506.0
396127,15,112498.0,188,115,47,38,1200.0
623998,15,52970.0,6,119,22,22,1200.0
630549,15,74098.0,197,85,4,39,0.0
913052,15,276147.0,43,96,15,27,1060.0
760992,15,224199.0,102,35,1,1,0.0
223285,3,352207.0,37,70,38,34,0.0
197936,15,76338.0,42,75,17,7,0.0
846857,0,220091.0,139,114,28,39,29.0
732559,10,554036.0,87,101,14,1,1200.0
344284,15,28947.0,29,32,9,37,0.0
459376,1,340368.0,36,53,35,36,3600.0
490509,15,396493.0,2,111,34,20,362.0
144378,15,163828.0,56,73,42,2,1200.0
182712,15,176675.0,91,66,23,38,0.0
417615,15,70890.0,68,32,9,37,0.0
22114,15,315647.0,43,72,35,1,0.0
78774,15,192828.0,142,28,2,2,1200.0
169252,15,249299.0,40,105,9,36,2400.0
346454,0,67000.0,139,10,28,38,859.0
398866,15,843088.0,2,29,34,14,912.0
209546,15,396782.0,18,25,27,11,1038.0
847157,15,88898.0,185,27,4,52,600.0
767492,15,101526.0,102,99,1,1,0.0
500795,15,211560.0,100,87,36,34,1200.0
8200,15,328243.0,94,7,43,1,0.0
756484,1,60297.0,154,10,41,39,1200.0
693646,15,113378.0,74,60,14,1,0.0
418955,15,342516.0,42,106,17,7,0.0
87067,15,126653.0,165,50,3,38,1200.0
168919,15,269014.0,34,11,6,37,1190.0
767678,15,188640.0,102,38,1,1,1000.0
30788,15,162841.0,18,25,27,1,0.0
678261,15,212962.0,29,58,9,37,1200.0
576133,1,276523.0,2,84,31,25,1200.0
638654,15,98495.0,2,84,31,34,1200.0
313690,15,111094.0,143,13,1,2,0.0
65410,15,224273.0,47,51,40,1,1200.0
712135,15,172.0,92,31,24,1,857.0
26757,15,353295.0,198,69,4,39,1200.0
