,Account,Hm_Start_Dt,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
2409,332395,732556,1,576.23,1,3600.0,0,0,0,1,736052,1,736557,735295,1,1,0,0,0,0.0,0.0,1,111650.0,5,3,1,1,0,19,2,0,0,1,0,37,63,0,4,3,7,0,15
2410,393309,735453,0,2175.0,1,1327.0,1,1,0,0,736053,1,736618,735589,1,1,0,0,0,0.0,0.0,0,235950.0,1,1,0,0,0,19,2,23,0,1,0,36,63,0,0,3,7,2,15
2411,915673,734825,0,1439.0,1,4800.0,0,0,0,0,735354,1,736439,735374,1,0,0,0,0,0.0,0.0,1,282965.0,5,0,1,1,0,43,2,2,1,2,0,1,15,0,4,2,107,0,2
2412,518365,732586,1,542.11,1,400.0,1,0,0,0,736294,1,736370,735331,1,0,0,1,0,7.0,5323.83,1,343685.0,4,3,1,1,0,19,2,0,0,1,0,37,63,0,1,3,7,1,15
2413,638370,736258,0,2500.0,1,39.0,1,1,0,1,736262,1,736618,735975,1,1,0,0,0,0.0,0.0,1,153919.0,5,0,1,0,0,19,2,0,0,1,0,37,63,0,3,3,7,1,15
2414,871145,732556,1,0.0,1,1200.0,0,0,0,1,735527,1,736620,735540,1,1,0,0,0,0.0,0.0,1,130499.0,4,0,1,1,0,19,2,0,0,1,0,37,63,0,1,3,7,0,15
2415,905554,732556,1,0.0,1,1200.0,0,0,0,0,736125,1,736623,736144,0,0,0,0,0,0.0,0.0,0,147924.0,5,3,1,1,0,19,2,0,0,1,0,37,63,0,4,3,7,0,15
2416,910646,732556,1,0.0,1,1200.0,0,0,0,1,735681,1,736607,735687,1,1,0,0,0,0.0,0.0,1,333572.0,3,0,1,1,0,19,2,0,0,1,0,39,63,0,3,2,7,1,15
2417,910828,732585,0,0.0,1,1200.0,0,0,0,0,735453,1,736613,735465,0,1,0,0,0,0.0,0.0,1,90221.0,3,0,1,1,0,19,2,23,0,1,0,37,63,0,4,3,7,0,15
2418,215161,736117,0,2000.0,0,0.0,0,0,0,0,736160,1,736384,735624,1,1,0,0,0,0.0,0.0,1,71334.0,5,1,1,0,0,12,2,11,5,0,0,56,122,0,2,8,122,3,0
2419,955161,732556,1,0.0,1,0.0,1,1,0,0,735359,1,736626,735367,1,1,0,0,0,0.0,0.0,1,344774.0,0,0,1,1,0,19,2,0,0,1,0,34,63,0,3,3,7,1,15
2420,2485,732796,1,1955.0,1,1200.0,0,0,0,1,735306,1,736620,735317,1,1,0,1,1,1.0,2126.66,1,504087.0,0,0,1,1,0,25,2,14,0,2,0,39,64,0,1,2,151,1,15
2421,4861,732432,1,0.0,1,1200.0,0,1,0,1,735290,1,736618,735311,1,1,0,1,0,3.0,373.19,1,418752.0,0,0,0,1,0,25,2,14,0,2,0,1,64,0,3,3,112,1,15
2422,17328,735333,0,2500.0,1,1200.0,0,0,0,0,735409,1,736626,735423,0,1,0,0,0,0.0,0.0,0,43871.0,1,0,1,0,0,42,6,14,0,2,0,1,64,0,0,7,112,1,15
2423,24949,735248,1,1989.0,1,1200.0,0,0,0,0,735296,1,736625,735311,1,1,0,1,0,5.0,2716.09,0,271105.0,5,0,1,0,0,25,2,14,0,2,1,2,64,1,1,7,151,1,15
2424,25271,735237,1,489.0,1,1200.0,0,0,0,0,735290,1,736625,735311,1,1,0,1,0,2.0,289.88,0,168211.0,5,0,1,0,0,25,2,14,0,2,1,2,64,1,4,7,151,1,15
2425,26398,735249,1,83.0,1,1200.0,0,0,0,1,735383,1,736626,735311,1,1,0,1,0,3.0,174.38,0,448438.0,5,0,1,0,0,25,2,14,0,2,1,2,64,1,1,7,151,1,15
2426,51640,735331,1,0.0,0,0.0,0,0,0,0,720624,1,736627,735311,0,1,0,1,0,2.0,523.14,0,170053.0,5,0,1,0,0,25,2,4,0,2,1,2,64,1,1,7,161,3,15
2427,52630,732288,1,184.0,1,899.0,1,1,0,1,735285,1,736558,735295,1,1,0,1,0,1.0,167.75,0,165283.0,0,0,1,1,0,25,2,14,0,2,0,1,64,0,1,3,132,0,15
2428,59636,735248,1,1379.0,1,1200.0,0,0,0,0,735315,1,736626,735317,1,1,0,1,0,1.0,280.13,0,162387.0,5,0,1,0,0,25,2,14,0,2,1,2,64,1,4,7,151,1,15
2429,59797,735257,1,0.0,1,1200.0,0,0,0,1,735404,1,736626,735311,1,1,0,0,0,0.0,0.0,1,164608.0,5,0,1,0,0,25,2,14,0,2,1,2,64,1,1,7,151,1,15
2430,59958,735242,1,2487.0,1,1200.0,0,0,0,0,735292,1,736625,735309,1,1,0,0,0,0.0,0.0,1,146104.0,5,0,1,0,0,25,2,14,0,2,1,2,64,1,1,7,151,1,15
2431,63661,735394,1,423.0,1,1190.0,1,1,0,0,735710,1,736618,735722,0,1,0,1,0,3.0,619.76,0,70698.0,5,1,1,0,0,25,4,14,0,2,9,1,64,1,2,7,132,1,15
2432,73214,735741,0,2500.0,1,1200.0,0,0,0,0,736005,1,736223,735575,0,1,0,1,0,1.0,926.24,0,34350.0,5,3,1,0,0,25,1,14,0,2,1,1,64,1,1,7,117,1,15
2433,87882,732432,1,0.0,1,830.0,1,1,0,1,735304,1,736622,735311,1,1,0,1,0,5.0,2656.27,1,1120412.0,0,0,0,1,0,42,2,14,0,2,0,1,64,0,3,2,112,1,15
2434,97857,732891,0,0.0,1,1200.0,0,0,1,1,735305,1,736604,735331,1,1,0,1,0,1.0,1614.11,1,287082.0,0,0,1,1,0,25,2,14,0,2,0,1,64,0,1,8,132,1,15
2435,98558,732586,1,1435.24,1,1200.0,0,0,0,1,735445,1,736164,735533,1,0,0,0,0,0.0,0.0,0,103918.0,3,3,1,1,0,25,2,14,0,2,0,1,64,0,4,3,132,1,15
2436,547577,735219,1,2500.0,1,2268.0,1,1,0,0,735807,1,735696,735335,1,0,0,1,0,1.0,68.92,0,93413.0,5,0,1,0,0,16,2,17,1,2,0,38,22,0,4,3,135,0,0
2437,567784,735349,0,2500.0,0,1200.0,0,0,0,0,735362,1,736600,735374,1,0,0,0,0,0.0,0.0,0,55210.0,1,1,0,0,0,16,6,17,0,2,0,39,22,0,0,8,135,1,0
2438,125564,734128,0,328.0,1,1200.0,0,0,0,1,735628,1,736611,735317,1,1,0,0,0,0.0,0.0,0,356992.0,0,0,1,1,0,42,6,14,0,2,0,1,64,0,1,8,112,1,15
2439,192507,735737,0,2500.0,1,610.0,0,1,0,0,735797,1,735837,735834,1,0,1,1,0,3.0,726.11,0,32394.0,1,1,0,0,0,25,5,4,0,2,0,1,64,0,0,8,161,2,15
2440,241586,735543,0,1250.0,1,1200.0,0,0,0,0,735684,1,735891,735694,0,1,0,1,0,1.0,168.28,0,319300.0,5,0,1,0,0,42,6,14,0,2,0,1,64,0,3,8,112,1,15
2441,246704,735817,1,2146.0,1,1200.0,0,0,0,0,735817,1,736590,735638,0,0,0,1,0,8.0,2114.61,1,1222679.0,5,3,0,0,0,25,2,14,0,2,0,2,64,0,4,3,151,1,15
2442,263912,735608,0,2500.0,1,1200.0,0,0,0,0,735654,1,736579,735666,0,0,0,1,0,2.0,507.45,0,69512.0,2,2,1,0,0,25,2,14,0,2,0,1,64,0,5,8,151,1,15
2443,268386,735832,1,2500.0,1,1200.0,0,0,0,0,735832,1,736157,735842,1,1,0,1,0,1.0,138.06,0,184110.0,1,1,0,0,0,42,2,14,0,2,0,1,64,0,0,3,112,0,15
2444,834885,732736,1,0.0,1,1200.0,0,0,0,1,735319,1,736491,735335,1,1,0,0,0,0.0,0.0,0,348625.0,0,0,1,1,0,16,2,17,1,2,0,38,22,0,2,3,135,1,1
2445,322913,735877,1,2500.0,1,1200.0,0,1,0,0,720624,1,736618,736481,0,0,0,0,0,0.0,0.0,0,33776.0,1,1,0,0,0,25,2,14,0,2,0,1,64,0,0,8,132,1,15
2446,345408,736040,0,1662.0,0,0.0,0,0,0,0,720624,0,736627,735488,0,1,0,0,0,0.0,0.0,0,67888.0,5,0,0,0,0,25,2,4,0,2,1,2,64,1,1,7,161,3,15
2447,423201,733226,0,0.0,1,1200.0,0,0,0,0,735807,1,736626,735311,1,1,0,1,0,2.0,427.3,0,192781.0,0,0,1,1,0,25,2,14,0,2,0,1,64,0,4,3,112,1,15
2448,426156,735270,1,2500.0,1,501.0,1,1,0,1,735285,1,736626,735311,1,1,0,1,0,2.0,1683.28,0,366535.0,5,0,1,0,0,25,1,14,0,2,0,1,64,0,4,3,112,2,15
2449,93553,733174,1,290.0,1,1200.0,0,1,0,1,735443,1,736607,735451,1,1,0,0,0,0.0,0.0,0,182663.0,0,0,1,0,0,1,2,4,0,2,1,1,23,1,1,7,140,1,1
2450,464710,734407,1,9.0,1,150.0,1,1,0,0,720624,0,736171,735488,1,1,0,0,0,0.0,0.0,0,236780.0,5,0,1,0,0,1,6,4,0,2,1,1,23,1,1,7,140,1,3
2451,761687,732813,1,0.0,1,0.0,1,1,0,0,735410,1,736625,735423,1,1,0,1,0,8.0,11368.1,0,841920.0,4,0,1,1,0,1,2,4,0,2,0,2,23,0,1,7,140,1,1
2452,503847,732524,1,0.0,1,1200.0,0,0,0,1,720624,1,736593,735437,1,1,0,1,0,6.0,1896.54,1,867478.0,4,0,1,1,0,25,2,14,0,2,0,2,64,0,3,2,151,1,15
2453,763438,732881,1,0.0,1,0.0,1,1,0,0,735383,1,736166,735395,1,1,0,0,0,0.0,0.0,0,203821.0,0,0,1,1,0,1,2,4,1,2,1,1,23,1,1,7,102,0,1
2454,515196,734246,0,1991.0,1,406.0,1,1,1,1,735312,1,736604,735331,1,1,0,1,0,1.0,267.38,1,197041.0,0,0,1,1,0,25,2,14,0,2,0,1,64,0,1,8,132,1,15
2455,767711,733363,1,2330.0,1,150.0,1,1,0,0,720624,1,736538,735417,1,1,0,1,0,4.0,2905.99,0,442817.0,4,0,1,1,0,1,2,4,1,2,1,2,23,1,1,7,102,0,1
2456,768815,734771,1,2500.0,1,1200.0,0,0,0,1,735318,1,736620,735331,1,0,0,1,0,12.0,4713.73,0,468320.0,5,0,1,0,0,1,2,4,0,2,0,1,23,0,1,7,140,1,1
2457,633933,732761,1,861.69,1,1200.0,0,0,0,0,735387,1,736437,735505,1,1,0,0,0,0.0,0.0,0,418290.0,0,0,1,1,0,25,2,14,0,2,0,1,64,0,1,3,132,1,15
2458,712934,736493,1,2500.0,1,0.0,0,0,1,0,736510,1,736493,736089,0,1,0,0,0,0.0,0.0,0,14672.0,5,3,0,0,0,25,6,14,0,2,6,23,64,4,4,7,132,3,15
2459,713733,736461,0,2500.0,0,1200.0,0,0,0,0,736460,1,736557,735571,0,0,0,0,0,0.0,0.0,0,195434.0,5,4,0,0,0,42,2,14,0,2,0,6,64,0,6,8,112,1,15
2460,768845,732897,1,1390.0,1,584.0,1,0,1,1,735315,1,736625,735331,1,1,0,1,0,2.0,3229.9,1,449816.0,0,0,1,0,0,1,2,4,0,2,0,1,23,0,1,7,140,0,1
2461,806785,733104,1,2460.0,1,1200.0,0,0,0,1,735374,1,736164,735505,1,1,0,0,0,0.0,0.0,0,64108.0,0,0,1,0,0,25,2,14,0,2,0,1,64,0,2,3,132,0,15
2462,834185,733603,1,0.0,1,257.0,1,1,0,1,735302,1,736589,735311,1,1,0,1,0,6.0,1911.7,1,287884.0,0,0,1,1,0,25,6,14,0,2,1,1,64,1,2,7,112,0,15
2463,906909,732288,1,0.0,1,0.0,1,1,0,1,735298,1,736619,735311,1,1,0,1,0,2.0,2417.19,1,460754.0,0,0,1,1,0,25,2,14,0,2,0,1,64,0,3,8,112,0,15
2464,977366,732288,1,0.0,1,1200.0,0,0,0,1,735297,1,736601,735317,1,1,0,0,0,0.0,0.0,0,171778.0,0,0,1,0,0,25,2,14,0,2,1,1,64,1,4,7,132,1,15
2465,985272,736209,0,2000.0,0,1200.0,0,0,0,0,720624,1,736626,735311,0,0,0,0,0,0.0,0.0,0,137713.0,5,4,0,0,0,25,6,14,0,2,8,1,64,1,6,7,112,1,15
2466,29099,732432,1,0.0,1,1200.0,0,0,0,1,720624,1,736626,735317,1,1,0,1,0,1.0,2126.66,0,505635.0,0,3,1,1,0,27,2,13,2,2,6,11,25,2,3,7,18,1,1
2467,441200,732288,1,0.0,1,1190.0,1,1,0,1,720624,1,736557,735346,1,1,1,1,0,1.0,2126.66,1,423097.0,0,0,1,1,0,27,2,13,0,2,6,11,25,2,1,7,19,1,3
2468,552158,731978,1,0.0,1,1200.0,0,0,0,1,735316,1,736559,735335,1,1,0,0,0,0.0,0.0,1,201538.0,0,0,1,1,0,27,2,13,0,2,0,38,25,0,4,3,18,1,3
2469,85472,732432,1,2500.0,1,1200.0,0,0,0,1,735311,1,736590,735331,1,1,0,1,0,1.0,167.4,1,100798.0,0,0,1,1,0,2,2,14,0,2,0,1,28,0,1,3,142,0,1
2470,87577,736272,0,2000.0,1,1200.0,0,0,0,0,736294,1,736563,736303,1,1,0,0,0,0.0,0.0,0,104673.0,5,4,1,0,0,9,2,24,0,2,9,38,32,4,6,7,49,1,1
2471,54361,732556,0,0.0,1,1147.0,1,1,0,1,735311,1,736626,735331,1,0,0,1,0,2.0,552.24,1,324263.0,4,0,1,1,0,29,2,11,0,0,0,38,65,0,2,2,122,1,15
2472,74127,735473,0,2500.0,1,1200.0,0,0,0,1,720624,1,736620,735463,1,0,0,0,0,0.0,0.0,0,60720.0,5,4,0,0,0,29,3,11,0,0,0,39,65,0,6,8,152,1,15
2473,121040,732678,0,0.0,1,1908.0,1,1,0,1,720624,1,720624,735435,1,0,0,0,0,0.0,0.0,0,57799.0,4,1,0,1,0,29,2,11,2,0,0,36,65,0,0,8,122,0,15
2474,140373,732650,1,0.0,1,16598.0,1,1,0,1,735331,1,736622,735346,1,1,0,0,0,0.0,0.0,1,309025.0,0,0,1,1,0,29,2,11,2,0,0,36,65,0,3,2,152,0,15
2475,175772,735552,0,2500.0,1,0.0,1,1,0,0,735621,1,736079,735631,1,1,0,1,0,2.0,163.21,0,55824.0,5,0,1,0,0,29,2,11,0,0,0,36,65,0,4,8,152,1,15
2476,168501,735599,0,116.0,1,1060.0,1,1,0,0,736014,1,736158,736031,0,1,0,0,1,0.0,0.0,0,224421.0,5,1,1,0,0,9,2,24,0,2,0,0,32,0,2,8,49,1,11
2477,183169,735663,1,16.0,1,0.0,0,0,0,0,736012,1,720624,736051,0,1,0,0,1,0.0,0.0,0,130993.0,5,1,1,0,0,9,2,24,0,2,0,37,32,0,2,8,49,3,1
2478,214839,735935,1,2500.0,1,16598.0,1,1,0,0,735934,1,736559,735346,0,1,0,0,0,0.0,0.0,0,420206.0,5,0,1,0,0,29,6,11,2,0,0,36,65,0,1,8,152,0,15
2479,234799,732650,1,0.0,1,1200.0,0,1,0,0,735368,1,736590,735380,0,1,0,0,0,0.0,0.0,0,153010.0,0,0,1,1,0,29,2,11,2,0,0,36,65,0,1,8,152,1,15
2480,237303,734883,1,225.0,1,16598.0,1,1,0,1,735318,1,736626,735346,1,0,0,1,0,2.0,4253.32,0,350079.0,5,0,1,1,0,29,1,11,0,0,0,36,65,0,1,3,122,1,15
2481,257057,735681,1,2500.0,1,16598.0,1,1,0,0,736192,1,736401,735346,0,0,0,0,0,0.0,0.0,0,100534.0,5,4,0,0,0,29,6,11,2,0,0,36,65,0,6,8,152,2,15
2482,268220,735683,1,2500.0,1,0.0,0,0,0,0,736174,1,736203,735578,0,1,0,0,0,0.0,0.0,0,75390.0,5,0,1,0,0,29,2,11,0,0,0,36,65,0,4,8,152,3,15
2483,350087,732646,0,0.0,1,1000.0,1,1,0,0,736614,1,736622,735458,1,1,0,0,0,0.0,0.0,1,853183.0,3,3,1,1,0,9,2,24,0,2,0,1,32,0,1,3,49,1,11
2484,418044,735887,0,0.0,1,1190.0,1,1,0,0,735976,1,736192,735984,0,1,0,0,0,0.0,0.0,0,184082.0,5,3,0,0,0,9,2,24,0,2,0,1,32,0,1,8,49,1,11
2485,335512,732555,1,0.0,1,0.0,1,1,0,1,735554,1,736557,735380,1,1,0,0,0,0.0,0.0,1,251214.0,0,0,1,1,0,29,2,11,0,0,0,38,65,0,1,2,152,1,15
2486,352161,732556,1,0.0,1,0.0,1,1,0,0,735339,1,736233,735353,1,1,0,0,0,0.0,0.0,1,236588.0,0,0,1,1,0,29,2,11,2,0,0,36,65,0,3,3,122,0,15
2487,714296,732321,0,0.0,1,859.0,1,1,0,0,735697,1,736405,735800,1,1,0,0,1,0.0,0.0,1,409211.0,3,3,1,1,0,9,2,24,0,2,0,37,32,0,4,3,49,0,1
2488,370456,732678,0,0.0,1,1908.0,1,1,0,1,735411,1,720624,735435,1,0,0,0,0,0.0,0.0,0,61038.0,0,3,0,1,0,29,2,11,2,0,0,36,65,0,4,8,122,0,15
2489,716262,736586,0,2500.0,0,400.0,0,0,1,0,736580,0,736074,720624,0,1,0,0,0,0.0,0.0,0,286978.0,5,4,1,0,1,9,2,24,0,2,0,0,32,0,6,7,35,3,13
2490,897399,733785,1,0.0,1,0.0,1,1,0,1,735274,1,736619,735285,1,0,0,1,0,3.0,3177.25,1,242973.0,0,3,1,1,0,9,2,24,0,2,1,1,32,1,1,7,49,0,1
2491,897847,733785,0,0.0,1,0.0,1,1,0,1,720624,1,736619,735285,1,0,0,0,0,0.0,0.0,1,277943.0,3,3,1,1,0,9,2,24,0,2,1,1,32,1,1,7,49,0,11
2492,982610,732767,0,0.0,1,0.0,0,0,0,0,736554,1,736622,735458,1,0,0,0,0,0.0,0.0,1,828573.0,3,3,1,1,0,9,2,24,0,2,0,1,32,0,1,3,49,3,2
2493,480796,734693,1,0.0,1,1200.0,0,0,0,0,735351,1,736557,735395,1,0,0,0,0,0.0,0.0,1,258201.0,0,3,1,1,0,29,2,11,0,0,0,13,65,0,3,8,122,0,15
2494,496367,733308,1,0.0,1,705.0,1,1,0,0,735306,1,736596,735317,1,1,0,1,0,5.0,790.67,1,161432.0,0,0,1,1,0,29,2,11,0,0,0,38,65,0,4,3,152,1,15
2495,576037,736185,1,1647.0,0,0.0,0,0,0,1,720624,1,736445,735317,1,1,0,0,0,0.0,0.0,0,33992.0,5,1,1,0,0,48,2,11,0,0,0,38,49,0,2,3,91,3,0
2496,501726,732646,1,0.0,1,16598.0,1,1,0,1,735340,1,736367,735353,1,1,0,0,0,0.0,0.0,0,571754.0,5,0,1,1,0,29,2,11,2,0,0,36,65,0,2,8,152,1,15
2497,17811,735072,1,0.0,1,12.0,1,1,0,1,735285,1,736626,735303,1,0,0,0,0,0.0,0.0,0,421517.0,0,0,1,1,0,42,2,14,0,2,0,1,37,0,3,3,111,0,1
2498,539977,735023,1,0.0,1,1200.0,0,0,0,1,735330,1,735704,735346,1,0,0,0,0,0.0,0.0,0,79624.0,0,0,1,1,0,29,2,11,0,0,0,36,65,0,1,6,152,0,15
2499,557935,736108,1,1644.0,1,16598.0,1,1,0,0,720624,0,720624,720624,0,0,0,1,0,1.0,2126.66,0,40426.0,5,4,1,0,1,29,6,7,2,3,0,36,65,0,6,8,157,2,15
2500,558482,736125,1,2000.0,1,1200.0,1,0,0,0,736125,1,736619,735680,0,0,0,0,0,0.0,0.0,0,137152.0,5,4,0,0,0,29,2,11,0,0,0,38,65,0,6,8,122,1,15
2501,97592,732616,1,208.53,1,1200.0,0,0,0,1,735285,1,736501,735295,1,1,0,0,0,0.0,0.0,0,138949.0,0,0,1,1,0,2,2,14,0,2,0,1,37,0,1,3,142,1,1
2502,632661,732650,1,0.0,1,0.0,1,1,0,1,735306,1,736621,735317,1,1,0,1,0,2.0,560.56,1,374324.0,0,0,1,1,0,29,2,7,2,3,0,36,65,0,3,8,157,1,15
2503,173716,732288,1,0.0,1,625.0,1,1,0,1,735359,1,736531,735367,1,1,0,0,0,0.0,0.0,1,209586.0,0,0,1,1,0,2,1,14,0,2,0,1,37,0,1,2,155,0,1
2504,500330,732585,1,0.0,1,0.0,1,1,0,0,735326,1,736613,735335,1,1,0,1,0,4.0,1056.42,1,226635.0,0,0,1,1,0,24,2,14,0,2,0,1,37,0,1,2,112,1,3
2505,712713,736538,0,2500.0,0,800.0,0,0,1,1,736537,1,736593,735346,1,1,1,1,0,7.0,7683.96,0,874665.0,5,4,1,0,0,29,2,7,2,3,0,36,65,0,6,2,157,0,15
2506,525925,734904,1,2307.0,1,1200.0,0,0,0,1,735318,1,736283,735317,1,0,0,0,0,0.0,0.0,0,230403.0,5,0,1,1,0,42,6,14,0,2,0,1,37,0,2,8,112,0,1
2507,756076,732556,0,0.0,1,0.0,1,1,0,0,735334,1,736233,735353,1,0,0,0,0,0.0,0.0,0,102281.0,0,0,1,1,0,29,2,11,2,0,0,36,65,0,3,8,122,1,15
2508,781453,732646,1,0.0,1,16598.0,1,1,0,1,735332,1,720624,735346,1,1,1,1,0,2.0,391.73,0,437167.0,5,0,1,1,0,29,2,11,2,0,0,36,65,0,4,8,152,1,15
2509,557224,736117,0,1652.0,1,1200.0,1,1,0,0,736189,1,736615,736199,0,0,0,0,0,0.0,0.0,0,40515.0,5,4,0,0,0,2,6,14,0,2,0,37,37,0,6,8,142,1,1
2510,871057,733202,1,0.0,1,16598.0,1,1,0,0,735344,1,736599,735346,0,1,0,0,0,0.0,0.0,0,174569.0,0,0,1,1,0,29,2,11,2,0,0,36,65,0,1,8,122,1,15
2511,6868,734556,1,1937.0,1,1064.0,1,1,0,1,735319,1,736618,735331,1,1,0,1,1,2.0,1269.26,0,183511.0,5,0,1,1,0,48,2,11,0,0,0,40,66,0,1,3,91,2,15
2512,13738,734556,1,0.0,1,1200.0,0,0,0,0,735383,1,736129,735417,1,1,0,0,0,0.0,0.0,0,195820.0,0,0,1,1,0,48,2,11,0,0,0,40,66,0,1,3,91,1,15
2513,27649,734100,1,0.0,1,1200.0,0,0,0,1,735789,1,736626,735800,1,1,0,0,0,0.0,0.0,1,268025.0,3,0,1,1,0,48,2,11,0,0,0,38,66,0,1,6,144,1,15
2514,36583,734301,1,0.0,1,1164.0,1,1,0,1,736062,1,736557,736080,1,0,0,0,0,0.0,0.0,1,221205.0,0,3,1,1,0,23,2,11,0,0,0,38,66,0,3,2,91,0,15
2515,182022,733209,0,0.0,1,0.0,1,1,0,0,735551,1,736627,735561,1,0,0,1,0,1.0,374.93,1,462142.0,2,2,0,1,0,48,2,11,0,0,0,38,66,0,5,2,144,1,15
2516,182712,735852,0,2500.0,1,0.0,0,0,0,0,720624,1,736614,735703,0,0,0,0,0,0.0,0.0,0,176675.0,5,4,0,0,0,23,4,11,0,0,0,38,66,0,6,8,91,3,15
2517,346615,735950,0,0.0,1,1200.0,0,0,0,0,736013,1,736408,736269,0,1,0,0,0,0.0,0.0,0,44982.0,1,0,1,0,0,23,6,11,0,0,0,37,66,0,0,8,91,0,15
2518,431403,732755,0,108.48,1,1200.0,0,0,0,0,735334,1,736436,735353,0,1,0,0,0,0.0,0.0,0,141026.0,5,0,1,1,0,23,2,11,0,0,0,38,66,0,1,3,91,1,15
2519,507921,732524,1,0.0,1,1200.0,0,1,0,0,735337,1,736529,735346,1,1,0,0,0,0.0,0.0,0,125466.0,0,0,1,1,0,48,2,11,0,0,0,38,66,0,1,8,91,0,15
2520,558420,736193,1,2000.0,1,0.0,0,0,0,0,736192,1,736627,735360,1,1,0,0,0,0.0,0.0,1,152903.0,1,1,1,0,0,48,2,11,1,0,0,38,66,0,0,8,144,3,15
2521,562736,732556,0,0.0,1,0.0,1,1,0,0,735326,1,736588,735335,1,1,1,0,0,0.0,0.0,1,241846.0,0,0,1,1,0,23,2,11,0,0,0,38,66,0,3,3,91,0,15
2522,600106,732585,1,0.0,1,1173.0,1,1,0,1,735347,1,736614,735360,1,1,0,1,1,4.0,275.2,1,334664.0,0,0,1,1,0,48,2,11,0,0,0,38,66,0,4,3,144,1,15
2523,599077,733247,0,995.0,1,3365.0,1,1,0,0,720624,1,736572,735295,1,1,0,1,0,3.0,4384.09,0,238887.0,4,0,1,1,0,42,2,14,0,2,0,1,37,0,1,7,126,1,1
2524,619122,733301,1,79.0,1,1190.0,1,1,0,1,735285,1,736531,735311,1,1,0,1,0,1.0,548.21,0,223268.0,0,0,1,1,0,2,2,14,0,2,0,18,37,0,1,8,142,1,1
2525,650092,735978,0,2500.0,1,1200.0,0,0,0,1,736160,1,736548,735570,1,0,0,0,0,0.0,0.0,0,64959.0,5,4,0,0,0,2,6,14,0,2,0,37,37,0,6,8,142,2,1
2526,638602,736259,1,2500.0,1,1200.0,0,0,0,0,736262,1,736584,736282,0,1,0,0,0,0.0,0.0,1,294841.0,5,0,1,0,0,23,2,11,0,0,0,34,66,0,1,3,144,0,15
2527,650099,735978,0,2500.0,1,1200.0,0,0,0,0,720624,1,720624,735802,1,0,0,0,0,0.0,0.0,0,30617.0,5,4,0,0,0,2,6,14,0,2,0,37,37,0,6,8,112,2,1
2528,697934,732735,1,1854.0,1,9600.0,0,0,0,0,720624,1,736622,735744,1,0,0,0,0,0.0,0.0,0,249599.0,0,0,1,1,0,23,2,11,2,0,0,34,66,0,4,2,89,0,15
2529,785047,732807,1,0.0,1,3365.0,1,1,0,1,735288,1,736572,735295,1,1,0,1,0,4.0,1808.25,0,366728.0,4,0,1,1,0,42,2,14,0,2,0,1,37,0,3,7,126,0,1
2530,956830,733637,1,1275.0,1,1200.0,0,0,0,0,735318,1,720624,735317,1,1,0,0,0,0.0,0.0,0,147426.0,0,0,1,1,0,2,1,14,0,2,0,2,37,0,1,8,142,0,3
2531,295227,735473,0,283.0,1,0.0,1,1,0,0,720624,1,736419,735488,0,1,0,0,0,0.0,0.0,0,247246.0,5,0,1,1,0,1,2,4,0,2,1,2,38,1,1,7,102,1,0
2532,29187,733762,0,2500.0,0,1200.0,0,0,0,0,735390,1,736583,735451,1,1,0,1,0,1.0,903.65,0,154017.0,3,0,1,0,0,32,2,17,0,2,0,37,40,0,4,2,106,1,0
2533,87742,732842,1,0.0,1,0.0,1,1,0,1,735285,1,736558,735295,1,1,0,1,0,2.0,182.68,1,167385.0,3,0,1,1,0,43,2,17,0,2,0,38,40,0,4,2,106,1,3
2534,737756,732735,1,1191.12,1,0.0,0,0,0,0,720624,1,736622,735744,1,1,0,0,0,0.0,0.0,0,95714.0,0,0,1,1,0,23,2,11,2,0,0,34,66,0,1,2,89,3,15
2535,97923,733029,1,0.0,1,0.0,1,1,1,1,735315,1,736530,735331,1,1,1,1,0,2.0,832.65,1,753918.0,4,0,1,1,0,43,2,17,0,2,0,1,40,0,1,2,105,0,3
2536,856151,735852,0,2500.0,0,1200.0,0,0,0,0,720624,1,736614,735703,0,0,0,0,0,0.0,0.0,0,158842.0,5,4,0,0,0,23,4,11,0,0,0,38,66,0,6,8,91,1,15
2537,976209,734128,1,1050.0,1,0.0,1,1,0,1,735306,1,736608,735317,1,1,0,0,0,0.0,0.0,1,127768.0,3,0,1,1,0,23,2,11,0,0,0,38,66,0,1,3,91,1,15
