Account,Hm_Start_Dt,Auto_Ship_Ind,Interior_Decor_Signage_Available_Funds,LMS_Enrolled,LMS_Available_Matching_Funds,LMS_Used_Funds_Most_Recent_3_Months,LMS_Used_Funds_Previous_3_Months,Open_Smart,PIP_Program,KYN_Training,PQS_Program,Last_EQuIPP_Login,PQS_Enrolled_Date,SCS_Program,Spar_Coverage_Ind,Specialty_Solutions,Vaccine_Items,Vaccine_Starter,Vaccine_Items_Count,Vaccine_Items_Sls_Amt,YPO,Tot_Sls_Amt,DLC_Program_encoded,FEM_Program_encoded,HM_Circular_Program_encoded,Internal_Decor,PQS_Enrolled_encoded,ST_encoded,Pog_Code_Name_encoded,DC_Name_encoded,Bus_Type_Desc_encoded,Region_encoded,PSAO_Expanded_encoded,Chain_Name_encoded,Salesperson_encoded,AH_Program_encoded,OTC_Front-end_Size_encoded,MRA_Program_Type_-_Active_AH_encoded,Msa_Dma_encoded,Signage_Program_encoded,Hospital_Associated_encoded
835794,732585,1,0.0,1,2584.0,1,1,0,1,735316,1,736627,735331,1,1,0,1,0,1.0,138.58,0,870193.0,5,3,1,1,0,22,2,10,0,0,0,38,49,0,1,3,52,1,12
133186,735366,0,0.0,1,20164.0,1,1,0,1,720624,1,736590,735311,1,0,1,0,0,0.0,0.0,0,208790.0,2,2,0,0,0,24,2,22,4,0,0,38,60,0,5,2,87,0,0
948622,735374,0,0.0,1,1070.0,1,1,0,1,735505,0,736626,735940,1,1,0,1,0,1.0,2126.66,1,122535.0,5,0,1,0,0,23,2,11,0,0,0,38,49,0,1,3,91,1,0
7032,734816,0,2132.0,1,1190.0,1,0,0,1,720624,0,736499,735488,1,0,0,1,0,2.0,89.54,0,229722.0,5,1,0,1,0,1,2,4,0,2,1,1,23,1,2,7,102,1,15
8483,733822,0,0.0,1,1176.0,1,0,0,1,735560,1,736264,735488,1,0,0,0,0,0.0,0.0,0,146522.0,2,2,0,1,0,1,2,4,0,2,1,2,23,1,5,7,102,1,15
63769,735179,1,2500.0,1,1200.0,0,1,0,0,735318,1,736250,735335,1,1,0,0,0,0.0,0.0,0,198638.0,5,0,1,0,0,1,2,4,0,2,1,1,23,1,1,7,140,1,15
74449,735222,1,2500.0,1,1128.0,1,0,0,0,735669,1,736558,735488,0,0,0,1,0,1.0,94.4,0,133840.0,5,1,0,0,0,1,2,4,0,2,0,1,23,0,2,7,140,2,15
382554,733975,0,0.0,1,1200.0,0,0,0,1,735395,1,736515,735408,1,1,0,0,0,0.0,0.0,0,80671.0,3,0,1,0,0,16,2,17,0,2,0,38,54,0,4,3,135,1,0
159662,735624,1,2500.0,1,1200.0,0,0,0,0,735622,1,735662,735317,1,1,0,0,0,0.0,0.0,0,269439.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,3,7,140,0,15
166987,735373,1,0.0,1,1200.0,0,0,0,0,720624,1,736527,735402,1,1,0,1,0,4.0,2631.21,0,810237.0,5,0,1,0,0,1,2,4,0,2,0,2,23,0,1,3,102,0,15
210512,735585,0,0.0,1,1200.0,0,0,0,0,720624,1,720624,735575,0,1,0,0,0,0.0,0.0,0,157657.0,5,0,0,0,0,1,2,4,0,2,1,2,23,1,1,7,102,1,15
236193,735867,1,2184.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,90173.0,5,3,1,0,1,1,2,4,0,2,23,1,23,1,4,7,102,0,15
267349,733577,1,1525.0,1,1200.0,0,1,0,1,735530,1,720624,735488,1,1,0,1,0,1.0,166.97,0,472007.0,0,0,1,1,0,1,2,4,0,2,0,1,23,0,4,7,102,1,15
267356,733588,1,0.0,1,374.0,1,1,0,0,736139,1,736433,736185,1,1,0,1,0,8.0,3393.44,0,370729.0,5,0,0,0,0,1,2,4,0,2,0,2,23,0,4,8,102,1,15
331456,735306,1,845.0,1,2190.0,1,1,0,1,735318,1,736625,735331,1,0,0,1,0,2.0,667.88,0,197369.0,5,3,1,0,0,1,6,4,0,2,0,1,23,0,3,7,140,0,15
337452,733539,1,2150.0,1,1200.0,0,0,0,0,735404,1,736529,735417,1,0,0,0,0,0.0,0.0,0,73471.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,4,7,102,1,15
456688,736027,0,2000.0,1,1200.0,0,0,0,0,720624,0,736412,735582,0,1,0,1,0,1.0,926.24,0,179164.0,5,3,1,0,0,1,2,4,0,2,1,2,23,1,1,7,25,1,15
355639,734675,0,2500.0,1,20164.0,1,1,0,1,735847,1,736619,735311,1,0,1,0,0,0.0,0.0,1,79184.0,1,1,0,0,0,14,6,10,4,0,0,38,60,0,0,2,133,0,12
476273,733946,0,705.0,1,0.0,1,0,0,0,735626,1,736619,735488,1,0,0,0,0,0.0,0.0,1,265525.0,0,2,0,1,0,1,2,4,0,2,1,1,23,1,5,7,102,1,15
541402,734464,1,2500.0,1,1190.0,1,1,0,1,720624,0,720624,735488,1,1,0,0,0,0.0,0.0,0,157428.0,0,0,1,0,0,1,1,4,0,2,0,1,23,0,1,7,140,0,15
623949,736178,1,1575.0,1,1200.0,0,0,0,0,736201,1,720624,736188,0,0,0,0,0,0.0,0.0,0,2466.0,5,4,1,0,0,1,2,4,0,2,1,1,23,1,6,7,140,0,15
667159,733538,0,2500.0,1,1200.0,0,0,0,0,720624,0,735696,735488,0,0,0,0,1,0.0,0.0,0,82859.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,1,7,140,1,15
739277,735071,0,0.0,1,1200.0,0,1,0,0,720624,0,720624,735488,0,0,0,0,0,0.0,0.0,0,124621.0,5,0,0,0,0,1,6,4,0,2,1,1,23,1,2,7,25,0,15
759038,733407,1,0.0,1,1200.0,0,1,0,0,735409,1,736139,735444,1,1,0,1,0,1.0,334.8,0,220184.0,0,0,1,0,0,1,2,4,0,2,1,2,23,1,1,7,140,0,15
760818,736483,1,469.0,1,800.0,0,0,1,0,720624,0,720624,720624,0,1,0,1,0,1.0,0.0,0,171399.0,5,0,1,0,1,1,2,4,0,2,1,2,23,1,4,7,102,1,15
760820,736609,0,2500.0,0,0.0,0,0,1,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,0.0,5,4,0,0,1,1,2,4,0,2,1,1,23,1,6,8,140,3,15
761018,733528,1,2500.0,1,1200.0,0,0,0,1,720624,0,736369,735488,1,1,0,1,0,1.0,2084.13,0,338658.0,5,0,1,0,0,1,2,4,1,2,1,1,23,1,1,7,102,1,15
761020,733528,1,2455.0,1,1200.0,0,0,0,1,720624,0,736369,735488,1,1,0,1,0,1.0,0.0,0,322627.0,5,0,1,1,0,1,2,4,1,2,1,1,23,1,1,7,102,1,15
761067,733528,1,2450.0,1,1200.0,0,0,0,1,720624,0,736369,735488,1,1,0,1,0,1.0,166.97,0,188045.0,0,0,1,1,0,1,2,4,1,2,1,1,23,1,3,7,102,1,15
761086,732982,1,2287.0,1,1200.0,0,0,1,1,735430,1,736166,735435,1,0,0,0,0,0.0,0.0,0,492809.0,5,3,1,1,0,1,2,4,1,2,1,1,23,1,3,7,140,1,15
761233,733659,1,2500.0,1,150.0,1,1,0,1,735395,1,736524,735423,1,1,0,0,0,0.0,0.0,0,202868.0,5,0,1,0,0,1,2,4,1,2,1,1,23,1,1,7,102,1,15
761655,733014,1,264.0,1,1200.0,0,0,1,1,735520,1,720624,735488,1,1,0,1,0,2.0,167.75,0,138936.0,5,0,1,0,0,1,2,4,0,2,1,1,23,1,4,7,102,1,15
145928,733443,1,0.0,1,3600.0,1,1,0,0,735283,1,736619,735303,1,1,0,0,0,0.0,0.0,0,425820.0,0,0,1,1,0,35,2,16,0,0,0,36,53,0,1,2,78,1,14
762895,733141,0,0.0,1,1200.0,0,1,0,1,735306,1,736604,735317,1,1,0,0,0,0.0,0.0,0,145253.0,0,0,1,0,0,1,2,4,0,2,1,1,23,1,1,7,102,0,15
430708,736012,0,2500.0,1,624.0,1,1,0,1,736011,1,736626,736137,1,1,0,1,0,2.0,2275.13,0,241890.0,5,0,1,0,0,49,2,16,0,0,0,36,53,0,2,2,53,1,0
763450,733086,1,0.0,1,1200.0,0,0,0,1,735430,1,736613,735417,1,1,0,1,0,4.0,3512.57,0,487747.0,0,0,1,1,0,1,2,4,1,2,1,1,23,1,3,7,102,1,15
763501,733086,1,0.0,1,1200.0,0,0,0,1,735404,1,736613,735417,1,1,0,0,0,0.0,0.0,0,207941.0,0,0,1,1,0,1,2,4,1,2,1,1,23,1,3,7,102,1,15
763742,733517,1,0.0,1,1200.0,0,1,0,1,735305,1,736465,735317,1,1,0,1,0,4.0,1217.24,0,258910.0,5,0,1,1,0,1,2,4,0,2,0,1,23,0,1,7,25,0,15
763907,733822,0,1670.0,1,1200.0,0,0,0,0,735429,1,736619,735458,1,1,0,0,0,0.0,0.0,0,345606.0,5,0,0,0,0,1,2,4,0,2,0,1,23,0,4,7,140,1,15
764071,733528,1,0.0,1,1200.0,0,0,0,1,720624,0,736624,735488,1,0,0,1,0,2.0,317.96,0,339943.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,4,7,102,1,15
764173,733524,1,1905.0,1,1200.0,0,0,0,0,735383,1,736627,735408,1,0,0,0,0,0.0,0.0,0,151443.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,1,7,102,1,15
764980,733538,1,0.0,1,735.0,1,1,0,1,735327,1,736618,735360,1,0,0,0,0,0.0,0.0,0,200677.0,5,3,1,1,0,1,2,4,0,2,1,1,23,1,1,7,102,1,15
765079,733528,0,738.0,1,950.0,1,0,0,1,735396,1,736616,735423,1,1,0,0,0,0.0,0.0,0,274919.0,5,0,1,0,0,1,2,4,0,2,1,1,23,1,4,7,102,1,15
765204,732889,1,0.0,1,0.0,1,1,1,0,735584,1,736502,735488,0,1,0,1,0,1.0,2084.13,1,342651.0,3,0,1,0,0,1,2,4,1,2,0,1,23,0,4,7,102,0,15
765387,732838,0,350.0,1,0.0,1,1,0,1,735383,1,735844,735402,1,0,0,1,0,1.0,166.97,0,266743.0,0,3,1,0,0,1,2,4,0,2,1,2,23,1,3,7,102,1,15
765973,733528,0,985.0,1,1200.0,0,0,0,1,720624,0,736369,735488,1,1,0,1,0,1.0,94.4,0,352165.0,5,0,1,1,0,1,2,4,1,2,1,1,23,1,1,7,102,0,15
766366,732832,1,0.0,1,0.0,1,1,1,1,735404,1,736626,735435,1,0,0,1,0,3.0,2545.42,1,417288.0,0,3,1,1,0,1,2,4,0,2,0,2,23,0,1,7,102,1,15
767373,732838,1,0.0,1,0.0,0,0,0,1,735327,1,736527,735402,1,0,0,0,0,0.0,0.0,0,397710.0,5,3,1,1,0,1,2,4,1,2,1,2,23,1,1,7,102,3,15
446352,733443,1,1151.0,1,2389.0,1,0,0,0,735315,1,736612,735335,1,1,0,0,0,0.0,0.0,1,103509.0,4,0,1,1,0,49,2,16,0,0,0,36,53,0,1,8,80,1,1
767722,733363,1,2330.0,1,950.0,1,0,0,0,735404,0,736538,735417,1,1,0,0,0,0.0,0.0,0,89409.0,4,0,1,1,0,1,2,4,1,2,1,2,23,1,2,7,102,2,15
768387,732842,0,0.0,1,0.0,1,1,0,1,735404,1,736558,735417,1,1,0,1,0,1.0,166.97,0,418114.0,0,0,1,1,0,1,2,4,0,2,0,2,23,0,2,7,102,1,15
459376,733443,1,0.0,1,3600.0,1,1,0,1,735831,1,736619,735303,1,1,0,0,0,0.0,0.0,0,340368.0,0,0,1,1,0,35,2,16,0,0,0,36,53,0,1,2,36,1,1
712655,736488,1,2500.0,0,0.0,0,0,0,0,720624,0,720624,720624,0,1,0,1,0,2.0,992.0,0,78653.0,5,1,0,0,1,35,2,16,0,0,0,36,53,0,2,8,36,3,1
769145,733528,0,0.0,1,1200.0,0,0,0,0,720624,0,736415,735488,1,0,0,0,0,0.0,0.0,0,138052.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,1,7,102,1,15
769419,734185,1,1648.0,1,0.0,1,1,0,0,720624,0,736618,735488,1,0,0,1,0,2.0,2178.53,0,266592.0,0,3,1,0,0,1,2,4,0,2,1,1,23,1,3,7,102,1,15
769708,733086,0,0.0,1,1200.0,0,0,0,1,735362,1,736552,735388,1,0,0,0,0,0.0,0.0,0,147839.0,5,3,1,0,0,1,2,4,0,2,1,1,23,1,4,7,102,0,15
770846,732908,0,1080.0,1,1200.0,0,1,1,0,735395,1,736627,735417,1,1,0,0,0,0.0,0.0,0,108582.0,5,0,1,0,0,1,2,4,0,2,1,1,23,1,1,7,25,1,15
773533,732321,1,0.0,0,1200.0,0,0,0,0,735464,1,736622,735465,1,1,0,1,0,4.0,3249.84,1,187818.0,0,3,1,0,0,1,2,4,1,2,0,2,23,0,1,3,140,0,15
773544,732321,1,368.0,1,1200.0,0,0,0,1,735452,1,736622,735465,1,1,0,0,0,0.0,0.0,1,648279.0,0,3,1,0,0,1,2,4,1,2,0,2,23,0,1,3,140,0,15
773548,732352,1,0.0,1,956.0,1,1,0,1,735304,1,720624,735367,1,0,0,1,0,36.0,7457.78,1,425551.0,5,3,1,0,0,1,2,4,0,2,0,2,23,0,1,7,140,1,15
773569,732585,1,0.0,1,1200.0,0,0,0,1,735305,1,736591,735317,1,1,0,0,0,0.0,0.0,0,-5520.0,0,3,1,1,0,10,2,4,1,2,1,2,23,1,1,7,25,1,15
784838,733826,1,0.0,1,1200.0,0,0,0,1,735444,1,736488,735479,1,1,0,0,0,0.0,0.0,0,133261.0,3,0,1,1,0,10,2,4,0,2,1,2,23,1,1,7,25,0,15
784908,733826,0,0.0,1,1200.0,0,1,0,1,735346,1,736627,735360,1,1,0,1,0,1.0,218.66,0,322179.0,3,0,1,1,0,10,2,4,0,2,1,2,23,1,1,7,25,1,15
846035,733141,1,0.0,1,140.0,1,1,0,0,720624,0,735954,735488,1,1,0,1,0,1.0,926.24,0,321979.0,3,0,1,0,0,1,2,4,0,2,1,1,23,1,1,7,140,0,15
846144,734217,1,0.0,1,0.0,1,0,0,1,735417,0,736587,735488,1,1,0,0,0,0.0,0.0,0,412119.0,0,0,1,0,0,1,2,4,0,2,1,1,23,1,1,7,102,1,15
846273,732838,0,0.0,0,0.0,0,0,0,1,735882,1,720624,735435,1,1,0,0,0,0.0,0.0,0,308066.0,5,0,1,1,0,1,2,4,0,2,0,2,23,0,1,3,102,3,15
902470,734626,0,2100.0,1,1200.0,0,0,0,1,735316,1,736566,735331,1,1,0,1,0,1.0,1623.41,0,388622.0,5,0,1,0,0,10,2,4,0,2,1,2,23,1,2,7,25,0,15
902856,734966,1,0.0,1,170.0,1,1,0,1,735318,1,736577,735331,1,0,0,1,0,1.0,655.98,0,129891.0,5,0,1,1,0,10,2,4,0,2,0,1,23,0,4,7,71,0,15
834509,733443,1,0.0,1,3600.0,1,1,0,1,735452,1,736619,735303,1,1,0,0,0,0.0,0.0,0,566970.0,0,0,1,0,0,35,2,16,0,0,0,36,53,0,1,2,36,1,1
30788,735023,1,1742.0,1,0.0,0,1,0,0,735807,1,736272,735522,1,0,1,1,0,1.0,167.4,0,162841.0,5,0,1,1,0,27,2,13,0,2,0,1,25,0,4,8,18,3,15
32559,735129,0,2500.0,1,0.0,0,0,0,0,735601,1,736619,735331,0,0,0,1,0,1.0,377.76,0,202694.0,5,3,1,0,0,27,2,13,0,2,6,11,25,2,1,7,18,3,15
45636,734191,1,0.0,1,0.0,1,1,0,1,720624,1,736621,735353,1,1,0,0,0,0.0,0.0,1,200618.0,0,0,1,1,0,27,2,13,0,2,1,2,25,1,4,7,65,0,15
69948,732288,1,0.0,1,0.0,0,0,0,1,735310,1,736620,735701,1,1,0,1,0,1.0,223.12,1,403846.0,0,0,1,1,0,27,2,13,2,2,0,42,25,0,1,3,18,3,15
87736,735335,0,316.0,1,0.0,0,0,0,1,736383,1,736621,735317,1,1,0,0,1,0.0,0.0,0,721489.0,5,0,0,0,0,27,2,13,0,2,0,12,25,0,4,8,18,3,15
92254,733016,1,0.0,1,1170.0,1,1,0,0,735316,1,736620,735331,1,1,1,1,0,3.0,2178.53,0,262568.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,4,7,18,1,15
93179,732524,1,0.0,1,1139.0,1,1,0,0,735453,1,736593,735410,1,1,0,1,0,2.0,2250.66,1,881159.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,1,7,18,1,15
115050,734128,0,1870.0,1,1200.0,0,0,0,1,735520,1,736606,735424,1,0,0,0,0,0.0,0.0,0,22377.0,0,3,1,1,0,27,2,13,0,2,11,1,25,1,1,7,18,1,15
117475,735445,0,1419.0,1,1200.0,0,0,0,0,735810,1,735885,735488,0,0,0,0,0,0.0,0.0,0,42963.0,2,2,1,0,0,27,4,13,0,2,1,1,25,1,5,7,18,0,15
125891,734128,1,0.0,1,749.0,1,1,0,0,736153,1,736543,735436,1,1,0,1,0,3.0,7341.16,0,522559.0,0,0,1,1,0,27,2,13,0,2,0,2,25,0,1,7,65,1,15
168719,735698,1,0.0,1,2400.0,0,0,0,0,720624,0,720624,735410,0,1,0,0,0,0.0,0.0,0,827344.0,5,0,1,0,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
169041,735697,1,0.0,1,1200.0,1,1,0,1,736243,1,720624,735346,1,1,0,1,0,1.0,223.12,0,385928.0,5,0,1,0,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
169202,735698,1,0.0,1,2400.0,0,0,0,0,720624,0,720624,735464,0,1,0,1,0,1.0,167.4,0,195146.0,5,3,1,0,0,27,2,13,2,2,6,11,25,2,4,7,18,1,15
191337,732432,1,769.94,1,1200.0,0,0,0,0,735409,1,736620,735331,1,1,0,0,0,0.0,0.0,0,162592.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
202221,735828,1,2370.0,1,1200.0,0,0,0,0,720624,0,720624,736199,1,1,0,0,0,0.0,0.0,0,225398.0,5,0,1,0,0,27,6,13,0,2,0,2,25,0,2,7,65,1,15
208756,732432,1,843.54,1,588.0,1,1,0,1,735304,1,736626,735317,1,1,0,0,0,0.0,0.0,0,148429.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
209546,735488,1,0.0,1,1038.0,1,1,0,1,735807,0,736496,735613,1,1,0,1,0,1.0,212.84,0,396782.0,5,0,1,0,0,27,2,13,2,2,6,11,25,2,3,7,18,1,15
209707,735493,1,0.0,1,1200.0,0,0,0,0,720624,0,720624,720624,0,1,0,0,0,0.0,0.0,0,183026.0,5,0,1,0,1,27,2,13,2,2,6,11,25,2,3,7,18,0,15
210988,734301,1,0.0,1,1200.0,0,1,0,0,720624,1,736471,735346,1,1,0,1,0,1.0,172.41,1,330778.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,3,7,18,1,15
212115,734301,1,0.0,1,1200.0,0,0,0,0,735318,1,735975,735346,1,1,0,1,0,2.0,446.24,1,221540.0,3,0,1,1,0,40,2,13,2,2,0,11,25,0,4,8,18,0,15
322599,736019,0,0.0,1,808.0,1,0,0,1,736061,1,736588,736073,1,1,0,0,0,0.0,0.0,1,109689.0,5,0,1,0,0,27,2,13,0,2,0,1,25,0,1,3,18,1,15
333279,736119,0,1258.0,1,0.0,0,0,0,1,736227,1,736588,736352,1,1,0,0,0,0.0,0.0,1,356416.0,5,0,1,0,0,27,2,13,0,2,0,1,25,0,1,3,18,3,15
333440,736321,0,2000.0,0,0.0,0,0,1,0,736605,1,736601,736037,1,0,0,0,0,0.0,0.0,0,27945.0,5,4,0,0,0,27,6,13,0,2,1,1,25,1,6,7,18,3,15
364486,732556,0,43.4,1,1200.0,0,0,0,0,735339,1,736587,735331,1,1,0,0,0,0.0,0.0,0,165300.0,0,0,1,1,0,27,2,13,2,2,0,11,25,0,0,8,65,1,15
373442,732556,1,266.57,1,1200.0,0,0,0,0,735326,1,736587,735331,1,0,0,0,0,0.0,0.0,0,374021.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,19,1,15
396969,732432,1,49.19,1,1200.0,0,0,0,1,735718,1,736550,735736,1,1,0,1,0,2.0,334.8,0,224622.0,0,0,1,1,0,27,2,13,2,2,0,11,25,0,1,8,18,1,15
397062,732432,0,0.0,1,1200.0,0,0,0,0,735494,1,736587,735331,1,1,0,0,0,0.0,0.0,0,159148.0,0,0,1,1,0,27,2,13,2,2,0,11,25,0,0,8,65,1,15
22871,733493,0,0.0,1,0.0,1,1,0,1,720624,1,736626,735435,1,1,0,1,0,4.0,708.12,1,346047.0,0,0,1,1,0,14,2,22,0,0,0,37,60,0,1,2,87,1,0
499094,733888,1,0.0,1,1200.0,0,1,0,1,735316,1,736600,735346,1,1,1,0,0,0.0,0.0,0,111067.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,1,3,18,1,15
514588,732288,1,0.0,1,648.0,1,1,0,1,735297,1,736626,735303,1,1,1,1,0,8.0,6485.06,0,716922.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,1,7,19,1,15
516245,733692,1,1883.0,1,1190.0,1,1,0,0,735310,1,736621,735331,1,0,0,0,0,0.0,0.0,1,213084.0,3,3,1,1,0,27,2,13,0,2,0,39,25,0,1,2,18,2,15
526833,734073,0,0.0,1,968.0,1,1,0,1,735318,1,736588,736352,1,1,1,1,0,3.0,531.72,1,189625.0,0,0,1,1,0,40,2,13,0,2,0,1,25,0,1,3,18,1,15
526929,732556,1,578.54,1,1200.0,1,1,0,1,735319,1,736626,735331,1,1,0,0,1,0.0,0.0,0,145325.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
540657,732432,1,0.0,1,1050.0,1,1,0,0,735318,1,736587,735331,1,1,0,0,0,0.0,0.0,1,218328.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,3,7,18,1,15
551507,735362,1,2500.0,0,0.0,0,0,0,0,735678,1,736619,735750,0,1,0,0,0,0.0,0.0,0,158851.0,5,3,1,0,0,27,2,13,0,2,0,38,25,0,3,8,18,3,15
52621,733302,0,0.0,1,1104.0,1,0,0,0,735796,0,736597,735807,1,0,0,0,0,0.0,0.0,1,205609.0,3,3,1,1,0,14,2,22,0,0,0,38,60,0,1,3,104,1,0
568956,732701,0,0.0,1,1200.0,0,0,0,0,735425,1,735529,735410,1,1,0,0,0,0.0,0.0,0,211619.0,0,0,0,1,0,27,2,13,0,2,6,22,25,4,1,7,19,1,15
681125,732432,1,208.86,1,1200.0,0,0,0,0,735302,1,736587,735331,1,1,0,1,0,1.0,167.4,0,197297.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
689681,732556,0,743.8,1,1200.0,0,0,0,1,736038,1,736587,735331,1,1,0,1,0,1.0,167.4,0,230509.0,4,0,1,1,0,40,2,13,2,2,0,11,25,0,0,8,65,1,15
691092,732556,1,0.0,1,0.0,1,1,0,0,735309,1,736621,735353,1,1,0,0,0,0.0,0.0,1,396097.0,0,0,1,1,0,27,2,13,0,2,1,2,25,1,4,7,65,0,15
713194,736423,0,2000.0,1,956.0,1,1,0,0,736432,1,736617,735388,1,0,0,1,0,1.0,164.35,0,127370.0,5,4,0,0,0,27,2,13,0,2,0,12,25,0,6,8,19,1,15
713365,736567,0,2500.0,1,929.0,1,0,1,0,720624,0,720624,720624,0,1,0,1,0,2.0,261.72,0,39923.0,5,0,1,0,1,27,2,13,0,2,0,2,25,0,6,7,65,3,15
714548,736522,1,2500.0,1,0.0,1,0,1,0,720624,0,720624,735464,0,1,0,0,0,0.0,0.0,0,220502.0,5,0,0,0,0,27,2,13,0,2,1,2,25,1,4,7,18,3,15
751904,732432,1,222.35,1,1200.0,0,1,0,1,735319,1,736587,735331,1,1,0,0,0,0.0,0.0,0,237890.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,4,7,18,1,15
760919,736546,1,2500.0,0,600.0,0,0,1,0,720624,0,720624,735410,0,1,0,0,0,0.0,0.0,0,201840.0,5,4,1,0,0,27,2,13,2,2,6,11,25,2,6,7,19,3,15
769550,736601,0,2500.0,0,400.0,0,0,1,0,720624,0,720624,720624,0,1,0,1,0,1.0,268.92,0,109093.0,5,4,0,0,1,40,2,13,0,2,3,1,25,1,6,7,18,3,15
769551,736559,1,2500.0,0,600.0,0,0,1,0,736621,1,720624,735410,0,1,0,0,0,0.0,0.0,0,375249.0,5,4,1,0,0,27,2,13,0,2,6,11,25,2,6,7,18,3,15
818079,732616,1,0.12,1,1138.0,1,0,0,0,735372,1,736587,735331,1,1,0,0,0,0.0,0.0,0,139182.0,3,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,18,1,15
824520,732524,0,0.0,1,0.0,0,0,0,0,735337,1,736618,735331,1,1,0,0,0,0.0,0.0,0,177569.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,19,3,15
833838,732749,0,110.37,1,666.0,1,0,0,1,735514,1,736620,735540,1,1,1,0,0,0.0,0.0,1,779688.0,0,0,1,1,0,27,2,13,0,2,0,1,25,0,2,3,18,5,15
902467,734631,1,278.0,1,1200.0,0,0,0,1,735823,1,736621,735317,1,1,0,0,1,0.0,0.0,0,236467.0,0,3,1,1,0,27,2,13,0,2,0,12,25,0,1,8,18,1,15
902736,734644,0,675.0,1,0.0,0,0,0,0,736390,1,736621,735317,1,0,0,0,0,0.0,0.0,0,86213.0,0,1,0,1,0,27,2,13,0,2,0,12,25,0,2,8,18,3,15
904007,734926,1,456.0,1,0.0,1,1,0,0,735374,1,736621,735353,0,0,0,0,0,0.0,0.0,1,154867.0,5,0,1,1,0,27,2,13,0,2,1,2,25,1,1,7,65,0,15
951282,732556,1,106.09,1,1200.0,0,0,0,1,735319,1,736587,735331,1,1,0,1,0,5.0,837.0,1,459436.0,0,0,1,1,0,27,2,13,2,2,6,11,25,2,1,7,19,1,15
978552,734514,1,0.0,1,1200.0,0,0,0,1,736069,1,736588,736352,1,0,1,1,0,3.0,1376.84,1,158260.0,5,0,1,1,0,40,2,13,0,2,0,1,25,0,2,3,18,1,15
66645,735096,0,0.0,1,0.0,0,0,0,0,736264,1,720624,736289,0,0,0,0,0,0.0,0.0,0,634359.0,5,0,1,1,0,38,2,15,0,1,0,34,26,0,4,3,5,3,15
287774,733856,1,440.0,1,0.0,0,0,0,1,720624,1,736287,735317,1,1,0,1,0,1.0,69.17,0,216837.0,3,0,1,1,0,31,2,15,0,1,0,39,26,0,1,3,5,3,15
312387,734301,1,1215.0,1,0.0,0,0,0,1,735305,1,736287,735317,1,1,0,0,0,0.0,0.0,0,241552.0,3,0,1,1,0,31,2,15,0,1,0,39,26,0,1,3,5,1,15
320085,733132,1,0.0,1,1200.0,0,0,0,1,735380,1,736223,735388,1,1,0,0,0,0.0,0.0,0,45079.0,0,0,1,1,0,38,2,15,0,1,0,17,26,0,1,2,5,0,15
376529,732775,1,558.31,1,1200.0,0,0,1,1,735993,1,736584,736017,1,0,0,1,0,2.0,2265.58,0,478563.0,5,0,1,1,0,38,2,15,0,1,0,40,26,0,1,3,5,0,15
458780,736108,0,0.0,1,0.0,1,1,0,0,736344,1,720624,736374,0,1,0,0,0,0.0,0.0,0,36418.0,2,2,1,0,0,38,2,15,0,1,0,37,26,0,5,8,5,1,15
458834,736368,0,2000.0,1,1076.0,0,1,0,0,736388,1,736426,736242,1,0,0,0,0,0.0,0.0,0,9798.0,1,1,0,0,0,38,6,15,0,1,0,37,26,0,0,8,5,1,15
460283,735990,0,766.0,1,1190.0,1,1,0,0,735999,1,736626,736129,0,1,0,0,0,0.0,0.0,0,269613.0,5,0,0,0,0,38,2,15,0,1,0,37,26,0,4,8,5,1,15
461249,736070,0,1016.0,1,1200.0,0,0,0,0,736113,1,736342,736289,0,1,0,0,0,0.0,0.0,0,19433.0,5,0,1,0,0,38,2,15,0,1,0,37,26,0,1,8,5,1,15
